customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,customer_zip_code,customer_city,customer_state
325,33,Male,Medium,Yes,5,Yes,Married,3,PhD,Employed,10455,City B,State Z
326,46,Male,Medium,Yes,1,Yes,Married,0,PhD,Retired,24338,City D,State X
327,20,Male,High,No,9,Yes,Married,2,High School,Self-Employed,82634,City D,State Z
328,37,Female,Medium,Yes,2,Yes,Single,1,Master's,Unemployed,64526,City B,State Y
329,77,Other,High,Yes,5,Yes,Divorced,4,High School,Self-Employed,81355,City B,State X
330,76,Other,Low,No,8,Yes,Divorced,1,PhD,Unemployed,42066,City D,State X
331,53,Other,High,No,5,Yes,Single,2,PhD,Unemployed,95875,City D,State Y
332,36,Other,Medium,Yes,8,No,Single,4,High School,Employed,57163,City C,State Z
333,43,Other,Medium,No,2,Yes,Married,4,Bachelor's,Unemployed,44157,City B,State Z
334,20,Male,Low,No,4,Yes,Married,4,Bachelor's,Employed,90402,City B,State Y
335,36,Other,High,Yes,2,No,Single,2,High School,Self-Employed,35933,City B,State Y
336,37,Male,Low,No,7,Yes,Single,4,High School,Self-Employed,75238,City D,State X
337,49,Female,High,No,4,No,Divorced,2,PhD,Retired,83589,City D,State Z
338,24,Male,High,Yes,0,Yes,Married,1,High School,Retired,74131,City A,State Y
339,69,Female,Low,Yes,6,Yes,Married,4,PhD,Retired,96526,City A,State Z
340,58,Male,Low,Yes,9,No,Divorced,2,High School,Retired,74623,City A,State Y
341,50,Other,Medium,Yes,9,Yes,Single,4,Bachelor's,Self-Employed,89288,City B,State X
342,57,Male,Low,No,0,Yes,Divorced,4,High School,Retired,67814,City C,State X
343,56,Other,Medium,Yes,3,Yes,Single,0,PhD,Employed,86611,City D,State Z
344,35,Other,Medium,No,4,Yes,Married,0,Bachelor's,Employed,30110,City C,State X
345,57,Male,High,Yes,7,Yes,Divorced,4,Bachelor's,Employed,62310,City B,State X
346,18,Male,High,Yes,2,No,Divorced,3,Bachelor's,Unemployed,27420,City B,State X
347,28,Other,Low,No,8,Yes,Married,0,High School,Self-Employed,67348,City C,State Y
348,45,Male,Low,Yes,0,No,Single,0,Bachelor's,Employed,67882,City B,State Z
349,74,Other,Medium,Yes,1,No,Married,3,PhD,Employed,98170,City D,State Z
350,42,Other,Low,No,7,Yes,Divorced,0,High School,Employed,22062,City C,State Y
351,67,Male,High,Yes,3,Yes,Divorced,4,Master's,Employed,25941,City C,State X
352,40,Male,Low,Yes,0,Yes,Divorced,3,PhD,Employed,20524,City B,State Y
353,48,Male,High,No,4,Yes,Divorced,3,Bachelor's,Self-Employed,55713,City C,State Z
354,47,Female,Medium,Yes,0,Yes,Married,4,Bachelor's,Employed,50401,City A,State X
355,59,Female,High,Yes,4,No,Single,1,PhD,Retired,75626,City D,State Z
356,52,Male,Low,No,9,No,Single,1,High School,Retired,35273,City B,State Y
357,24,Other,Medium,Yes,2,No,Single,2,High School,Retired,21571,City C,State Z
358,77,Female,High,Yes,3,No,Divorced,2,Bachelor's,Self-Employed,79988,City A,State X
359,33,Male,Low,Yes,2,No,Single,2,High School,Unemployed,40272,City A,State Z
360,43,Male,High,Yes,4,No,Divorced,1,PhD,Retired,62611,City C,State Z
361,65,Male,High,Yes,9,Yes,Single,3,Master's,Self-Employed,94875,City B,State Z
362,74,Female,Low,No,5,No,Married,0,Bachelor's,Retired,95302,City A,State Z
363,69,Female,High,Yes,3,No,Divorced,4,Bachelor's,Retired,67288,City D,State Z
364,77,Male,Low,Yes,6,No,Single,3,PhD,Unemployed,56622,City B,State Z
365,66,Male,Low,Yes,4,No,Single,4,High School,Unemployed,97851,City D,State Y
366,19,Other,High,Yes,8,Yes,Married,4,Bachelor's,Unemployed,68388,City A,State Y
367,18,Male,Medium,No,8,Yes,Married,4,PhD,Employed,28632,City D,State Z
368,65,Other,Low,Yes,9,Yes,Divorced,2,High School,Unemployed,91717,City A,State X
369,79,Other,High,No,0,No,Single,2,Bachelor's,Unemployed,24213,City A,State Y
370,29,Male,Medium,Yes,5,No,Married,1,Master's,Unemployed,33765,City D,State Y
371,22,Male,High,Yes,6,Yes,Married,0,High School,Employed,91153,City C,State Z
372,54,Male,High,No,4,Yes,Married,1,High School,Unemployed,80347,City A,State X
373,49,Female,Medium,No,3,No,Single,0,High School,Self-Employed,84317,City A,State X
374,76,Male,Medium,Yes,9,Yes,Divorced,3,High School,Unemployed,32992,City B,State Y
375,72,Male,Medium,No,5,No,Divorced,3,Master's,Unemployed,31105,City D,State Z
376,26,Other,Low,Yes,0,Yes,Single,0,Master's,Unemployed,79279,City A,State X
377,58,Male,High,Yes,9,Yes,Married,3,Master's,Retired,58797,City A,State X
378,52,Male,Low,No,9,No,Divorced,4,Master's,Employed,60578,City D,State Z
379,36,Female,Low,No,7,Yes,Divorced,0,PhD,Self-Employed,61331,City C,State Z
380,65,Male,Low,Yes,9,Yes,Divorced,4,PhD,Unemployed,93919,City C,State X
381,33,Male,High,Yes,5,No,Divorced,3,Master's,Employed,71430,City C,State X
382,20,Female,Medium,Yes,0,No,Single,4,Master's,Employed,99807,City C,State Y
383,37,Male,Medium,No,5,No,Divorced,0,PhD,Self-Employed,56843,City C,State X
384,41,Female,Medium,No,8,No,Single,4,Master's,Employed,51987,City A,State Y
385,71,Male,High,No,6,No,Divorced,4,PhD,Unemployed,66142,City D,State Z
386,73,Male,Medium,No,9,No,Married,1,PhD,Unemployed,14474,City C,State X
387,50,Female,High,Yes,2,Yes,Married,1,Bachelor's,Unemployed,35276,City A,State Z
388,41,Other,High,No,5,Yes,Divorced,3,Bachelor's,Retired,55690,City C,State Z
389,69,Female,Medium,Yes,4,Yes,Divorced,3,PhD,Employed,89411,City D,State X
390,28,Female,Medium,No,4,Yes,Single,1,Bachelor's,Employed,78988,City B,State Z
391,66,Female,High,Yes,4,No,Single,4,High School,Retired,55521,City A,State Z
392,25,Male,Medium,No,7,No,Single,4,Master's,Self-Employed,48512,City A,State Z
393,53,Male,High,Yes,1,Yes,Single,0,PhD,Employed,54748,City D,State X
394,55,Male,Low,No,9,No,Single,0,Bachelor's,Self-Employed,65735,City B,State Y
395,57,Female,High,Yes,4,Yes,Divorced,1,Bachelor's,Unemployed,69951,City A,State Z
396,37,Female,Low,No,5,Yes,Divorced,2,PhD,Self-Employed,93356,City C,State Y
397,79,Male,High,No,7,Yes,Single,1,Bachelor's,Unemployed,14028,City D,State Z
398,52,Other,Medium,No,7,Yes,Single,4,PhD,Employed,22348,City C,State X
399,65,Male,Medium,Yes,8,Yes,Married,3,Bachelor's,Retired,94764,City B,State Z
400,79,Other,High,Yes,1,No,Married,2,Master's,Self-Employed,32314,City A,State Y
401,42,Female,High,No,9,No,Single,0,High School,Employed,55205,City A,State Y
402,52,Other,Medium,Yes,5,Yes,Divorced,4,Master's,Employed,64688,City D,State X
403,42,Female,High,No,1,Yes,Single,4,Bachelor's,Self-Employed,70990,City C,State Z
404,46,Female,Low,Yes,8,Yes,Married,0,PhD,Unemployed,82073,City C,State Y
405,35,Female,High,No,0,No,Married,4,Bachelor's,Employed,99751,City D,State Y
406,63,Other,High,Yes,2,No,Married,1,PhD,Unemployed,27606,City D,State Z
407,35,Male,Medium,Yes,1,No,Single,1,Bachelor's,Self-Employed,43771,City D,State Y
408,19,Other,Medium,No,8,Yes,Single,0,Master's,Unemployed,85947,City A,State X
409,71,Male,Low,Yes,9,Yes,Divorced,4,Bachelor's,Self-Employed,34605,City B,State Y
410,52,Male,Medium,Yes,3,No,Divorced,1,Bachelor's,Unemployed,67569,City C,State Z
411,33,Other,Medium,Yes,3,Yes,Single,4,PhD,Employed,21858,City A,State X
412,78,Female,Medium,No,6,Yes,Married,4,Bachelor's,Retired,75255,City C,State Z
413,58,Female,Medium,Yes,5,Yes,Single,3,High School,Employed,61722,City B,State Z
414,53,Female,High,Yes,2,No,Divorced,0,Master's,Self-Employed,28443,City D,State X
415,50,Female,High,No,7,Yes,Single,0,Master's,Self-Employed,36707,City B,State Y
416,21,Male,High,Yes,4,Yes,Married,1,Master's,Self-Employed,99413,City D,State Y
417,50,Female,Medium,Yes,4,No,Single,1,Bachelor's,Employed,49310,City C,State Y
418,31,Other,Medium,Yes,4,Yes,Married,2,Bachelor's,Retired,91248,City C,State X
419,38,Female,High,No,8,Yes,Single,4,Bachelor's,Self-Employed,11126,City C,State Z
420,65,Male,Medium,Yes,5,No,Single,3,Master's,Employed,46317,City A,State Z
421,37,Other,Medium,Yes,0,Yes,Married,3,High School,Retired,34566,City B,State Y
422,73,Female,Low,Yes,7,No,Married,4,PhD,Employed,70989,City B,State Z
423,25,Other,Medium,Yes,5,No,Single,4,Master's,Employed,16461,City A,State Y
424,24,Male,High,No,5,No,Divorced,3,High School,Unemployed,97197,City C,State Z
425,20,Male,High,No,9,Yes,Married,1,Bachelor's,Self-Employed,76611,City D,State Z
426,34,Female,Medium,Yes,5,Yes,Single,4,Master's,Retired,88176,City C,State Y
427,50,Male,High,No,0,Yes,Married,2,PhD,Self-Employed,31681,City A,State Y
428,65,Male,Medium,Yes,8,Yes,Divorced,4,PhD,Retired,41370,City B,State Z
429,29,Male,High,Yes,0,No,Married,1,High School,Retired,45779,City D,State X
430,76,Male,Low,No,6,No,Single,0,Bachelor's,Unemployed,98880,City B,State Y
431,68,Other,Medium,Yes,8,No,Single,3,Bachelor's,Self-Employed,67465,City B,State Z
432,39,Male,Medium,Yes,1,Yes,Married,2,High School,Employed,11039,City D,State Y
433,72,Other,High,Yes,5,No,Married,4,Bachelor's,Retired,93821,City B,State Y
434,39,Male,Medium,Yes,5,No,Divorced,0,PhD,Employed,14313,City D,State Z
435,63,Other,Medium,Yes,9,No,Single,1,PhD,Self-Employed,25630,City A,State Y
436,47,Other,Medium,Yes,8,Yes,Divorced,3,High School,Retired,46453,City D,State Y
437,55,Female,High,No,7,No,Single,3,High School,Retired,11750,City B,State Z
438,55,Male,Medium,Yes,6,Yes,Single,2,Bachelor's,Retired,64908,City B,State Y
439,62,Other,Medium,No,5,No,Divorced,3,Bachelor's,Unemployed,46984,City A,State Z
440,68,Other,High,Yes,8,No,Divorced,4,High School,Employed,84820,City D,State X
441,71,Other,Medium,Yes,8,Yes,Divorced,1,Bachelor's,Self-Employed,36408,City C,State Y
442,25,Female,Medium,No,4,No,Married,3,High School,Retired,41736,City D,State X
443,44,Male,Medium,No,2,No,Divorced,2,High School,Unemployed,55210,City C,State Z
444,44,Female,High,Yes,9,Yes,Single,4,High School,Self-Employed,69319,City D,State Y
445,51,Other,Low,No,8,Yes,Married,1,Master's,Employed,52224,City D,State X
446,38,Other,High,Yes,2,No,Divorced,3,High School,Employed,26767,City D,State X
447,47,Male,Medium,No,9,No,Married,2,Bachelor's,Unemployed,56693,City C,State Z
448,50,Male,Medium,No,1,Yes,Divorced,4,High School,Employed,56871,City A,State X
449,45,Female,High,No,4,Yes,Single,1,High School,Employed,67068,City C,State Z
450,64,Male,Low,No,9,Yes,Divorced,1,Bachelor's,Retired,29978,City C,State Z
451,50,Other,Low,No,0,Yes,Single,2,Master's,Employed,11088,City B,State Z
452,22,Male,High,No,5,Yes,Divorced,3,Bachelor's,Employed,98814,City B,State Z
453,77,Other,Medium,Yes,5,Yes,Divorced,0,PhD,Self-Employed,27580,City A,State Y
454,78,Other,Medium,No,0,No,Married,1,Master's,Self-Employed,84575,City C,State X
455,65,Male,Low,Yes,6,Yes,Married,4,Bachelor's,Self-Employed,59083,City C,State Z
456,36,Female,High,No,2,No,Divorced,3,Master's,Retired,96353,City A,State Z
457,21,Female,High,Yes,2,No,Single,1,High School,Self-Employed,85138,City C,State X
458,52,Female,Medium,Yes,1,Yes,Married,0,PhD,Employed,80809,City C,State Z
459,66,Female,Medium,Yes,6,Yes,Single,4,Bachelor's,Retired,26883,City C,State X
460,34,Male,High,Yes,6,Yes,Single,3,Master's,Self-Employed,75883,City A,State Z
461,61,Female,Low,No,9,Yes,Single,1,Bachelor's,Unemployed,66981,City D,State Y
462,45,Other,High,No,6,No,Married,4,High School,Retired,26589,City A,State Y
463,47,Other,High,Yes,5,Yes,Divorced,0,PhD,Self-Employed,93425,City D,State Y
464,46,Male,High,Yes,7,No,Divorced,0,PhD,Retired,97970,City C,State Y
465,63,Female,High,No,4,Yes,Married,2,PhD,Self-Employed,68602,City D,State Y
466,70,Other,Medium,No,1,Yes,Divorced,3,PhD,Employed,33539,City B,State X
467,23,Other,Medium,Yes,7,No,Married,0,Bachelor's,Self-Employed,36909,City B,State Z
468,52,Male,Low,No,7,No,Single,3,Master's,Employed,86393,City D,State Y
469,77,Male,High,No,6,No,Divorced,1,High School,Employed,64318,City B,State Z
470,58,Other,High,Yes,9,No,Single,2,PhD,Employed,92997,City C,State X
471,54,Female,Medium,No,7,No,Single,4,High School,Employed,65836,City D,State X
472,41,Female,High,Yes,7,Yes,Single,3,Bachelor's,Unemployed,40323,City A,State X
473,46,Other,High,No,1,Yes,Divorced,2,High School,Self-Employed,64193,City C,State X
474,66,Other,Low,Yes,4,No,Married,2,PhD,Retired,10074,City B,State X
475,63,Male,Medium,No,0,Yes,Single,3,Master's,Unemployed,62913,City A,State Y
476,70,Other,High,No,4,Yes,Divorced,1,Bachelor's,Employed,68888,City D,State X
477,48,Female,Medium,Yes,0,Yes,Single,4,High School,Unemployed,24231,City A,State X
478,52,Female,Medium,No,4,No,Married,1,Master's,Retired,28667,City A,State X
479,77,Female,High,No,2,No,Married,4,Master's,Retired,38008,City C,State Z
480,50,Other,Low,No,0,No,Divorced,0,Bachelor's,Self-Employed,25683,City A,State Y
481,69,Female,High,No,0,No,Married,3,Master's,Employed,30704,City D,State X
482,78,Male,Medium,Yes,5,Yes,Single,0,Bachelor's,Unemployed,30769,City B,State Y
483,38,Male,Medium,No,5,No,Single,0,High School,Retired,38963,City C,State X
484,49,Male,Low,No,9,No,Single,3,High School,Unemployed,30129,City B,State X
485,40,Other,Low,Yes,1,No,Married,1,Bachelor's,Retired,38202,City B,State Z
486,50,Female,High,Yes,6,No,Married,3,High School,Self-Employed,57162,City D,State X
487,20,Male,Medium,Yes,2,No,Married,1,High School,Unemployed,45237,City C,State X
488,35,Male,Medium,No,6,Yes,Single,1,Master's,Retired,37542,City C,State Y
489,42,Male,Medium,Yes,7,No,Married,3,Master's,Retired,81053,City D,State X
490,59,Male,Low,No,6,Yes,Married,4,High School,Employed,37907,City B,State Y
491,48,Other,High,Yes,8,Yes,Single,0,Bachelor's,Self-Employed,56421,City C,State Y
492,71,Other,Low,No,0,Yes,Single,1,Bachelor's,Retired,15018,City C,State X
493,75,Other,High,No,3,Yes,Married,0,High School,Self-Employed,73879,City A,State X
494,20,Other,Medium,Yes,8,No,Divorced,2,High School,Retired,25773,City D,State Y
495,57,Male,High,Yes,4,No,Divorced,1,PhD,Unemployed,79455,City A,State Y
496,63,Female,Low,No,5,Yes,Divorced,0,High School,Retired,68744,City B,State X
497,41,Other,High,No,0,No,Single,3,PhD,Employed,15998,City D,State Y
498,67,Other,Medium,No,2,Yes,Divorced,3,Master's,Unemployed,91761,City C,State X
499,49,Other,High,No,3,No,Divorced,4,Master's,Employed,59319,City A,State Y
500,64,Female,Low,Yes,2,No,Married,2,PhD,Employed,25285,City A,State X
3,46,Female,Low,No,5,No,Married,3,Bachelor's,Self-Employed,11816,City B,State X
4,32,Female,Low,No,0,No,Divorced,2,Master's,Employed,78604,Unknown City,State Y
501,70,Male,Low,No,4,Yes,Single,1,PhD,Employed,93835,City D,State X
502,39,Female,High,No,9,Yes,Single,3,High School,Retired,84096,City B,State X
503,64,Other,Low,Yes,0,Yes,Single,3,PhD,Unemployed,20285,City A,State Y
504,20,Other,Medium,Yes,7,Yes,Married,1,High School,Employed,63400,City C,State Y
505,59,Female,High,Yes,4,Yes,Divorced,4,Bachelor's,Retired,84561,City A,State X
506,37,Male,High,No,8,Yes,Divorced,1,Bachelor's,Employed,19876,City A,State Y
507,40,Other,Low,Yes,6,Yes,Single,3,High School,Employed,40213,City D,State X
508,51,Male,High,Yes,4,No,Single,2,High School,Self-Employed,47697,City A,State Z
509,27,Male,Low,No,3,Yes,Divorced,1,Bachelor's,Self-Employed,61974,City D,State Y
510,44,Female,Low,Yes,9,No,Married,3,Bachelor's,Self-Employed,88385,City D,State Z
511,55,Female,Medium,Yes,7,No,Divorced,0,High School,Self-Employed,82180,City C,State X
512,34,Female,Low,No,4,No,Married,1,Bachelor's,Self-Employed,24282,City D,State Z
513,49,Other,Low,No,3,Yes,Single,3,High School,Employed,18230,City C,State X
514,58,Other,Medium,No,8,Yes,Divorced,3,Master's,Self-Employed,43720,City B,State Y
515,54,Male,High,No,9,No,Divorced,2,High School,Employed,66661,City A,State Z
516,45,Other,Medium,Yes,4,Yes,Married,2,Master's,Retired,43721,City A,State X
517,47,Male,Low,Yes,6,Yes,Single,3,Master's,Retired,16498,City D,State Y
518,38,Other,Medium,No,9,No,Single,2,High School,Retired,96583,City C,State Z
519,68,Other,Medium,No,8,Yes,Single,1,Bachelor's,Employed,59862,City A,State Z
520,34,Other,Low,No,1,No,Married,0,PhD,Unemployed,18085,City A,State Y
521,53,Female,High,No,2,No,Married,2,PhD,Self-Employed,35069,City A,State Y
522,29,Male,High,No,7,Yes,Divorced,2,High School,Self-Employed,21858,City C,State Z
523,45,Other,Medium,No,9,Yes,Divorced,2,Master's,Employed,57628,City B,State Y
524,41,Other,High,No,1,Yes,Single,2,Bachelor's,Self-Employed,16211,City C,State Y
525,60,Male,Medium,No,3,Yes,Single,0,Bachelor's,Unemployed,74760,City D,State Z
526,63,Other,Low,Yes,6,Yes,Divorced,2,Bachelor's,Unemployed,79787,City A,State X
527,74,Other,Low,Yes,7,No,Divorced,2,High School,Employed,21651,City C,State X
528,78,Female,Low,Yes,5,Yes,Married,0,High School,Self-Employed,86374,City A,State Z
529,42,Male,High,No,7,Yes,Divorced,1,Bachelor's,Retired,50054,City B,State Z
530,71,Male,Low,Yes,8,No,Married,3,Bachelor's,Employed,11964,City C,State X
531,22,Other,Low,No,3,No,Divorced,3,Bachelor's,Employed,90263,City C,State X
532,78,Female,High,Yes,0,No,Married,0,Bachelor's,Self-Employed,56985,City C,State Y
533,29,Female,High,No,0,No,Single,2,Bachelor's,Retired,51870,City A,State X
534,57,Other,Low,No,8,No,Married,2,Master's,Employed,69787,City D,State Y
535,76,Other,Low,No,10,Yes,Single,4,PhD,Unemployed,91686,City A,State X
536,47,Other,Low,No,10,Yes,Divorced,0,Bachelor's,Self-Employed,75708,City B,State Z
537,26,Female,Low,Yes,9,Yes,Single,3,Master's,Retired,50869,City D,State Z
538,56,Other,High,Yes,9,No,Divorced,1,PhD,Retired,56620,City D,State Z
539,80,Female,Low,Yes,0,Yes,Married,3,Master's,Employed,89273,City A,State X
540,74,Female,Medium,Yes,6,No,Single,3,High School,Retired,23921,City B,State Z
541,44,Male,Low,No,8,Yes,Divorced,0,High School,Retired,68805,City B,State Z
542,57,Female,Low,No,4,Yes,Divorced,2,High School,Self-Employed,97102,City A,State X
543,42,Female,Low,No,10,No,Divorced,0,High School,Unemployed,10042,City D,State Y
544,44,Male,Medium,Yes,6,No,Divorced,0,High School,Unemployed,55728,City A,State Z
545,69,Male,Low,No,6,Yes,Married,0,High School,Employed,38905,City D,State X
546,43,Other,Medium,Yes,7,Yes,Divorced,1,Master's,Self-Employed,51304,City D,State Z
547,30,Male,Low,Yes,9,No,Single,4,High School,Unemployed,38020,City C,State Y
548,54,Male,Low,No,2,No,Single,1,Master's,Unemployed,46791,City C,State X
549,64,Male,Low,No,9,No,Divorced,0,High School,Retired,40481,City D,State X
550,40,Male,High,Yes,8,No,Divorced,3,High School,Unemployed,79268,City B,State Z
551,35,Male,High,Yes,9,No,Married,1,Master's,Retired,60707,City D,State Y
552,31,Male,Medium,Yes,3,Yes,Married,4,Master's,Employed,24749,City D,State X
553,60,Female,High,Yes,3,No,Divorced,3,Bachelor's,Retired,10662,City C,State X
554,47,Male,High,Yes,7,No,Divorced,3,High School,Unemployed,32511,City C,State Y
555,80,Male,Medium,No,8,Yes,Single,3,Master's,Retired,22007,City D,State Z
556,28,Other,Medium,No,10,No,Divorced,4,Master's,Unemployed,15075,City B,State Y
557,46,Other,Medium,Yes,4,No,Married,4,High School,Self-Employed,75063,City B,State Z
558,29,Other,Low,No,0,Yes,Divorced,3,High School,Self-Employed,96255,City B,State Y
559,26,Other,Low,No,1,No,Single,4,High School,Self-Employed,77893,City A,State X
560,48,Female,Medium,Yes,1,Yes,Divorced,4,High School,Retired,21534,City D,State Y
561,55,Male,Low,Yes,4,Yes,Single,0,PhD,Self-Employed,63068,City B,State Z
562,80,Male,Medium,No,0,No,Divorced,2,Bachelor's,Self-Employed,79815,City D,State X
563,69,Male,Low,No,8,No,Married,2,Master's,Employed,73125,City A,State Y
564,56,Male,High,Yes,10,No,Single,1,PhD,Employed,18650,City B,State Y
565,58,Other,Low,Yes,0,Yes,Divorced,0,Master's,Employed,33695,City B,State X
566,67,Female,Low,No,6,No,Divorced,2,PhD,Employed,72541,City B,State X
567,73,Female,High,No,8,Yes,Divorced,2,Bachelor's,Retired,27464,City B,State Z
568,73,Female,Medium,No,1,No,Divorced,4,PhD,Employed,27533,City B,State Y
569,25,Male,Low,No,2,Yes,Married,4,Master's,Self-Employed,73417,City A,State X
570,36,Female,Medium,Yes,5,No,Married,2,Bachelor's,Retired,87796,City B,State Y
571,51,Other,Medium,No,3,No,Divorced,1,PhD,Unemployed,96869,City C,State Z
572,65,Other,High,Yes,0,Yes,Divorced,1,PhD,Retired,44018,City D,State Y
573,22,Male,High,Yes,9,Yes,Single,4,Bachelor's,Employed,57755,City B,State Z
574,46,Female,Low,No,7,No,Married,3,PhD,Employed,93567,City D,State Z
575,75,Female,Low,No,8,No,Divorced,1,Bachelor's,Self-Employed,16921,City C,State Y
576,50,Other,Medium,No,5,No,Divorced,4,Bachelor's,Retired,58795,City B,State Z
577,26,Female,Medium,No,10,Yes,Married,3,High School,Self-Employed,69670,City C,State Z
578,20,Female,Medium,Yes,1,No,Married,3,Bachelor's,Unemployed,34092,City C,State Y
579,61,Female,Medium,No,2,Yes,Married,0,Bachelor's,Retired,43468,City A,State Z
580,26,Male,High,No,10,Yes,Single,1,High School,Self-Employed,35579,City C,State Z
581,21,Male,High,Yes,2,Yes,Single,3,Bachelor's,Retired,90459,City D,State Y
582,38,Male,Medium,Yes,9,Yes,Single,4,Master's,Self-Employed,15061,City D,State Y
583,74,Female,Low,Yes,2,Yes,Married,2,PhD,Unemployed,83975,City A,State Y
584,22,Other,High,Yes,0,Yes,Single,4,PhD,Unemployed,95625,City D,State Y
585,75,Male,Low,No,10,Yes,Single,2,PhD,Unemployed,66457,City A,State Z
586,40,Male,Low,Yes,1,Yes,Single,0,Master's,Self-Employed,90541,City B,State X
587,18,Female,High,Yes,0,Yes,Single,3,High School,Unemployed,99225,City D,State X
588,22,Male,Medium,No,6,Yes,Single,4,Master's,Unemployed,36993,City D,State Z
589,45,Female,Medium,No,0,No,Married,4,PhD,Unemployed,82202,City B,State Z
590,63,Other,High,No,8,Yes,Divorced,2,Bachelor's,Unemployed,68025,City A,State Y
591,42,Other,Medium,No,1,No,Married,0,PhD,Self-Employed,36989,City D,State X
592,45,Female,Medium,No,8,No,Single,0,PhD,Unemployed,68522,City A,State Y
593,74,Male,Low,Yes,4,Yes,Divorced,0,PhD,Unemployed,26241,City D,State X
594,25,Female,Medium,No,2,Yes,Married,4,Bachelor's,Retired,52448,City C,State Z
595,77,Female,Medium,No,6,Yes,Divorced,2,PhD,Employed,71306,City D,State Y
596,20,Female,High,No,3,Yes,Married,0,PhD,Self-Employed,11298,City D,State Y
597,76,Male,Medium,No,9,No,Divorced,4,High School,Retired,25584,City A,State X
598,46,Male,High,Yes,2,No,Married,2,Bachelor's,Unemployed,81906,City D,State Y
599,20,Other,Medium,No,9,Yes,Single,1,Bachelor's,Employed,35217,City D,State Z
600,71,Other,Medium,No,3,Yes,Married,0,PhD,Retired,31850,City A,State Y
601,24,Female,High,Yes,3,Yes,Married,4,Bachelor's,Retired,84251,City B,State Y
602,79,Female,Low,Yes,9,No,Married,1,Master's,Retired,87971,City A,State Z
603,27,Female,High,Yes,0,No,Divorced,1,Bachelor's,Employed,22615,City A,State Y
604,48,Female,Medium,Yes,9,Yes,Single,2,Bachelor's,Employed,40929,City A,State X
605,44,Female,Medium,No,7,Yes,Married,0,PhD,Retired,35539,City D,State Y
606,43,Female,Low,No,6,Yes,Married,4,High School,Employed,19817,City A,State X
607,66,Other,High,Yes,10,Yes,Married,1,Bachelor's,Retired,88993,City C,State Y
608,57,Other,High,Yes,8,Yes,Divorced,4,High School,Employed,76276,City B,State Z
609,34,Male,Medium,No,8,No,Married,2,PhD,Unemployed,51865,City B,State Y
610,56,Other,Medium,No,5,Yes,Single,2,Bachelor's,Self-Employed,30744,City D,State X
611,56,Other,Medium,Yes,9,Yes,Married,1,Bachelor's,Employed,84121,City A,State Z
612,30,Other,Medium,Yes,6,No,Single,2,PhD,Retired,10961,City B,State Y
613,41,Other,Low,No,10,Yes,Married,0,High School,Unemployed,29070,City C,State X
614,58,Female,Medium,Yes,5,No,Married,2,Bachelor's,Retired,35849,City C,State Z
615,55,Male,Medium,No,9,Yes,Divorced,2,Master's,Retired,68614,City C,State Z
616,60,Female,Medium,Yes,3,Yes,Married,3,High School,Unemployed,38074,City B,State Y
617,76,Male,Medium,Yes,1,No,Married,2,PhD,Unemployed,93446,City A,State Y
618,19,Other,High,Yes,10,No,Married,3,Bachelor's,Retired,63250,City B,State Y
619,68,Other,Low,Yes,6,Yes,Single,3,Bachelor's,Self-Employed,78756,City B,State Z
620,56,Female,High,No,0,Yes,Married,0,PhD,Unemployed,71424,City A,State Z
621,37,Male,Low,Yes,6,Yes,Divorced,2,PhD,Self-Employed,39420,City D,State Z
622,70,Female,Low,Yes,6,No,Divorced,1,High School,Self-Employed,95044,City B,State Z
623,74,Other,Low,Yes,9,Yes,Married,2,High School,Retired,38366,City C,State Z
624,66,Male,High,No,4,No,Married,0,PhD,Unemployed,54556,City A,State X
625,23,Female,High,No,0,No,Married,1,Master's,Retired,41088,City C,State Z
626,66,Female,High,Yes,7,Yes,Married,4,Bachelor's,Employed,13824,City A,State X
627,55,Male,High,No,8,No,Divorced,4,High School,Self-Employed,83937,City A,State X
628,20,Female,High,No,0,Yes,Divorced,1,Master's,Unemployed,53864,City C,State Z
629,22,Female,Low,No,6,Yes,Single,2,High School,Retired,97628,City C,State X
630,64,Other,Low,No,2,No,Single,2,PhD,Employed,95667,City C,State X
631,66,Other,Low,No,0,Yes,Divorced,1,Bachelor's,Retired,53528,City C,State X
632,44,Female,High,No,10,Yes,Divorced,0,Master's,Unemployed,90607,City D,State Z
633,45,Other,Low,Yes,7,No,Divorced,1,Master's,Self-Employed,99849,City C,State Z
634,21,Other,Low,No,5,Yes,Divorced,0,PhD,Unemployed,72532,City B,State Z
635,19,Male,High,No,5,Yes,Single,0,PhD,Retired,98631,City C,State Y
636,49,Other,Medium,Yes,2,Yes,Married,4,PhD,Self-Employed,17537,City D,State X
637,25,Male,High,No,7,Yes,Single,3,High School,Unemployed,47006,City A,State Z
638,63,Male,Medium,Yes,4,Yes,Married,1,Master's,Self-Employed,52281,City C,State X
639,64,Female,Low,No,6,No,Single,0,Bachelor's,Retired,12250,City A,State Y
640,19,Male,High,Yes,2,No,Married,2,High School,Employed,54457,City C,State Z
641,53,Other,Medium,No,6,Yes,Married,0,High School,Retired,77110,City C,State Z
642,73,Female,Low,Yes,0,No,Married,1,PhD,Employed,59051,City C,State Z
643,74,Male,High,Yes,7,Yes,Married,0,PhD,Employed,59757,City B,State Y
644,20,Female,Low,No,5,Yes,Married,2,High School,Employed,62951,City B,State X
