customer_id,age,gender,income_bracket,loyalty_program,membership_years,churned,marital_status,number_of_children,education_level,occupation,customer_zip_code,customer_city,customer_state,surrogate_key,version,effective_start_date,effective_end_date,is_current
240,74,Female,Low,No,0,Yes,Single,1,PhD,Self-Employed,75737,City C,State Y,240,1,2022-01-01,,True
241,44,Male,Medium,No,7,No,Married,3,Bachelor's,Unemployed,68282,City A,State Z,241,1,2022-01-01,,True
242,79,Other,High,No,9,No,Married,1,High School,Unemployed,33347,City D,State Z,242,1,2022-01-01,,True
243,74,Female,Low,No,2,Yes,Single,2,Master's,Retired,50302,City B,State X,243,1,2022-01-01,,True
244,69,Other,Medium,Yes,8,No,Divorced,4,Master's,Employed,73858,City B,State Z,244,1,2022-01-01,,True
245,30,Other,High,No,3,No,Single,0,Bachelor's,Employed,56915,City B,State X,245,1,2022-01-01,,True
246,58,Male,Medium,No,4,No,Married,3,PhD,Unemployed,55442,City D,State X,246,1,2022-01-01,,True
247,20,Other,Low,No,5,Yes,Single,3,High School,Self-Employed,19128,City C,State X,247,1,2022-01-01,,True
248,56,Other,High,Yes,9,Yes,Married,0,PhD,Retired,96765,City A,State Y,248,1,2022-01-01,,True
249,23,Other,High,Yes,8,Yes,Divorced,1,Master's,Retired,52177,City C,State Y,249,1,2022-01-01,,True
250,25,Male,Medium,No,7,No,Single,2,High School,Employed,50903,City A,State Z,250,1,2022-01-01,,True
251,44,Male,Low,No,1,Yes,Married,1,PhD,Employed,46997,City D,State X,251,1,2022-01-01,,True
252,26,Male,Low,Yes,7,No,Single,3,High School,Self-Employed,13126,City B,State Z,252,1,2022-01-01,,True
253,79,Male,High,No,3,No,Divorced,2,High School,Retired,44254,City C,State X,253,1,2022-01-01,,True
254,54,Other,Low,No,8,No,Married,4,High School,Retired,75321,City B,State Y,254,1,2022-01-01,,True
255,50,Other,Low,Yes,0,No,Single,4,PhD,Self-Employed,36978,City D,State Y,255,1,2022-01-01,,True
256,68,Other,Low,Yes,2,Yes,Divorced,3,Bachelor's,Retired,46968,City C,State X,256,1,2022-01-01,,True
257,59,Other,Medium,Yes,3,Yes,Married,1,Bachelor's,Self-Employed,89721,City A,State Y,257,1,2022-01-01,,True
258,61,Female,High,Yes,2,Yes,Single,0,High School,Employed,41503,City D,State Y,258,1,2022-01-01,,True
259,41,Female,Medium,No,8,Yes,Single,4,Master's,Unemployed,49273,City B,State Z,259,1,2022-01-01,,True
260,32,Other,High,Yes,3,Yes,Divorced,1,PhD,Employed,31814,City D,State X,260,1,2022-01-01,,True
261,76,Male,Low,No,9,Yes,Married,0,High School,Retired,46823,City A,State Y,261,1,2022-01-01,,True
262,71,Other,High,Yes,4,No,Single,2,Master's,Retired,82103,City B,State Z,262,1,2022-01-01,,True
263,49,Other,Low,Yes,7,Yes,Divorced,4,Bachelor's,Employed,41628,City D,State Y,263,1,2022-01-01,,True
264,49,Female,High,No,2,Yes,Married,3,Master's,Employed,96823,City C,State X,264,1,2022-01-01,,True
265,41,Male,Low,Yes,6,Yes,Married,0,Bachelor's,Unemployed,71382,City D,State X,265,1,2022-01-01,,True
266,58,Other,Low,No,9,Yes,Divorced,1,High School,Retired,50888,City A,State X,266,1,2022-01-01,,True
267,69,Male,High,No,1,Yes,Single,2,Master's,Retired,20439,City B,State Z,267,1,2022-01-01,,True
268,66,Other,Medium,Yes,3,Yes,Married,0,High School,Unemployed,57336,City D,State X,268,1,2022-01-01,,True
269,79,Male,Medium,No,0,No,Married,2,High School,Unemployed,85410,City A,State Y,269,1,2022-01-01,,True
270,66,Other,Medium,No,4,Yes,Married,0,Bachelor's,Self-Employed,71418,City A,State Y,270,1,2022-01-01,,True
271,75,Male,Medium,No,5,No,Married,1,PhD,Self-Employed,42546,City D,State Y,271,1,2022-01-01,,True
272,69,Female,Low,No,2,No,Divorced,4,Master's,Retired,75275,City B,State X,272,1,2022-01-01,,True
273,29,Other,Low,No,0,Yes,Single,2,PhD,Unemployed,75703,City A,State Z,273,1,2022-01-01,,True
274,79,Male,Medium,Yes,4,No,Single,3,PhD,Retired,98549,City C,State Z,274,1,2022-01-01,,True
275,56,Other,Low,Yes,3,No,Married,3,Master's,Retired,74469,City D,State X,275,1,2022-01-01,,True
276,19,Female,Medium,Yes,2,Yes,Divorced,4,High School,Employed,12570,City A,State X,276,1,2022-01-01,,True
277,20,Other,High,Yes,4,No,Divorced,1,High School,Unemployed,31033,City C,State X,277,1,2022-01-01,,True
278,66,Male,Low,No,5,No,Divorced,1,Master's,Unemployed,38749,City A,State Y,278,1,2022-01-01,,True
279,54,Female,High,No,2,Yes,Single,0,Master's,Retired,71989,City A,State Y,279,1,2022-01-01,,True
280,66,Other,Low,Yes,7,Yes,Married,1,Bachelor's,Unemployed,25736,City D,State Z,280,1,2022-01-01,,True
281,73,Female,High,No,6,No,Married,4,PhD,Retired,90151,City C,State Y,281,1,2022-01-01,,True
282,34,Female,High,Yes,8,No,Single,4,PhD,Self-Employed,62898,City B,State X,282,1,2022-01-01,,True
283,76,Female,High,Yes,3,No,Married,0,High School,Employed,55183,City B,State Y,283,1,2022-01-01,,True
284,66,Other,Low,No,1,No,Divorced,0,Bachelor's,Unemployed,69561,City D,State Y,284,1,2022-01-01,,True
285,19,Other,Low,Yes,2,Yes,Single,0,Bachelor's,Unemployed,63486,City B,State Z,285,1,2022-01-01,,True
286,19,Female,Low,Yes,8,Yes,Married,0,Master's,Self-Employed,60195,City B,State X,286,1,2022-01-01,,True
287,45,Female,Medium,Yes,6,No,Married,0,High School,Unemployed,98684,City C,State X,287,1,2022-01-01,,True
288,71,Other,Medium,No,8,No,Married,4,Bachelor's,Self-Employed,23694,City C,State X,288,1,2022-01-01,,True
289,40,Female,High,Yes,1,No,Single,2,Master's,Self-Employed,15626,City B,State X,289,1,2022-01-01,,True
290,54,Female,High,No,8,Yes,Married,2,PhD,Retired,33745,City B,State Y,290,1,2022-01-01,,True
291,49,Female,Low,Yes,3,Yes,Single,2,Master's,Self-Employed,73292,City B,State Y,291,1,2022-01-01,,True
292,50,Other,Medium,Yes,0,No,Divorced,2,Master's,Employed,35572,City C,State Y,292,1,2022-01-01,,True
293,18,Other,High,Yes,2,Yes,Married,3,High School,Self-Employed,12182,City A,State Y,293,1,2022-01-01,,True
294,36,Female,Low,Yes,6,Yes,Divorced,0,PhD,Employed,58712,City D,State Z,294,1,2022-01-01,,True
295,79,Male,Low,No,0,Yes,Married,0,Master's,Retired,85932,City D,State Y,295,1,2022-01-01,,True
296,19,Female,Medium,No,4,Yes,Divorced,0,Master's,Retired,57665,City D,State X,296,1,2022-01-01,,True
297,70,Female,Medium,No,5,Yes,Married,2,Master's,Employed,21141,City A,State Z,297,1,2022-01-01,,True
298,61,Other,Medium,No,0,No,Married,3,PhD,Retired,61736,City D,State X,298,1,2022-01-01,,True
299,43,Other,Medium,Yes,1,Yes,Single,2,PhD,Retired,23325,City D,State X,299,1,2022-01-01,,True
300,49,Female,Medium,No,9,No,Divorced,2,Master's,Self-Employed,52675,City B,State Z,300,1,2022-01-01,,True
301,23,Female,Medium,Yes,5,Yes,Single,4,Bachelor's,Self-Employed,59588,City A,State X,301,1,2022-01-01,,True
302,49,Other,Low,Yes,1,No,Divorced,3,Bachelor's,Employed,16419,City B,State Y,302,1,2022-01-01,,True
303,72,Female,Medium,No,7,No,Divorced,0,Bachelor's,Unemployed,83655,City C,State X,303,1,2022-01-01,,True
304,21,Other,Low,No,2,Yes,Divorced,2,Bachelor's,Self-Employed,28940,City B,State X,304,1,2022-01-01,,True
305,72,Other,Medium,No,0,No,Married,1,PhD,Retired,11142,City D,State X,305,1,2022-01-01,,True
306,28,Female,Low,No,8,Yes,Divorced,3,PhD,Unemployed,68165,City D,State X,306,1,2022-01-01,,True
307,73,Female,Low,No,9,No,Single,0,PhD,Self-Employed,79987,City C,State Z,307,1,2022-01-01,,True
308,76,Other,High,No,2,Yes,Single,1,Bachelor's,Retired,76213,City A,State X,308,1,2022-01-01,,True
309,34,Other,Medium,No,2,Yes,Single,1,Master's,Self-Employed,18923,City C,State Z,309,1,2022-01-01,,True
310,55,Female,Low,Yes,7,No,Divorced,0,Master's,Employed,13711,City D,State Y,310,1,2022-01-01,,True
311,41,Female,Medium,No,0,No,Single,2,Bachelor's,Self-Employed,40890,City B,State X,311,1,2022-01-01,,True
312,22,Female,High,No,6,No,Married,2,High School,Unemployed,66133,City D,State Z,312,1,2022-01-01,,True
313,69,Female,Low,Yes,9,No,Single,4,PhD,Self-Employed,77800,City B,State Z,313,1,2022-01-01,,True
314,51,Other,Medium,Yes,8,No,Single,2,High School,Retired,22684,City D,State Z,314,1,2022-01-01,,True
315,23,Female,High,No,6,Yes,Married,2,Bachelor's,Self-Employed,78330,City B,State X,315,1,2022-01-01,,True
316,39,Other,High,Yes,2,No,Divorced,2,Bachelor's,Employed,97630,City B,State Y,316,1,2022-01-01,,True
317,28,Other,Low,No,3,No,Single,0,Bachelor's,Employed,79222,City D,State X,317,1,2022-01-01,,True
318,65,Male,Medium,No,2,No,Single,2,Bachelor's,Retired,91555,City B,State X,318,1,2022-01-01,,True
319,33,Other,Medium,Yes,9,No,Single,4,Master's,Unemployed,50297,City C,State Y,319,1,2022-01-01,,True
320,50,Other,Medium,No,0,No,Single,0,PhD,Employed,25855,City D,State X,320,1,2022-01-01,,True
321,26,Male,Medium,No,4,Yes,Single,1,High School,Self-Employed,93455,City A,State X,321,1,2022-01-01,,True
322,77,Other,Medium,No,6,No,Single,1,Master's,Retired,57939,City C,State Z,322,1,2022-01-01,,True
323,76,Other,High,No,6,No,Single,2,Bachelor's,Unemployed,42063,City A,State Z,323,1,2022-01-01,,True
324,23,Other,Medium,Yes,3,No,Divorced,3,Bachelor's,Retired,94195,City C,State Y,324,1,2022-01-01,,True
325,33,Male,Medium,Yes,5,Yes,Married,3,PhD,Employed,10455,City B,State Z,325,1,2022-01-01,,True
326,46,Male,Medium,Yes,1,Yes,Married,0,PhD,Retired,24338,City D,State X,326,1,2022-01-01,,True
327,20,Male,High,No,9,Yes,Married,2,High School,Self-Employed,82634,City D,State Z,327,1,2022-01-01,,True
328,37,Female,Medium,Yes,2,Yes,Single,1,Master's,Unemployed,64526,City B,State Y,328,1,2022-01-01,,True
329,77,Other,High,Yes,5,Yes,Divorced,4,High School,Self-Employed,81355,City B,State X,329,1,2022-01-01,,True
330,76,Other,Low,No,8,Yes,Divorced,1,PhD,Unemployed,42066,City D,State X,330,1,2022-01-01,,True
331,53,Other,High,No,5,Yes,Single,2,PhD,Unemployed,95875,City D,State Y,331,1,2022-01-01,,True
332,36,Other,Medium,Yes,8,No,Single,4,High School,Employed,57163,City C,State Z,332,1,2022-01-01,,True
333,43,Other,Medium,No,2,Yes,Married,4,Bachelor's,Unemployed,44157,City B,State Z,333,1,2022-01-01,,True
334,20,Male,Low,No,4,Yes,Married,4,Bachelor's,Employed,90402,City B,State Y,334,1,2022-01-01,,True
335,36,Other,High,Yes,2,No,Single,2,High School,Self-Employed,35933,City B,State Y,335,1,2022-01-01,,True
336,37,Male,Low,No,7,Yes,Single,4,High School,Self-Employed,75238,City D,State X,336,1,2022-01-01,,True
337,49,Female,High,No,4,No,Divorced,2,PhD,Retired,83589,City D,State Z,337,1,2022-01-01,,True
338,24,Male,High,Yes,0,Yes,Married,1,High School,Retired,74131,City A,State Y,338,1,2022-01-01,,True
339,69,Female,Low,Yes,6,Yes,Married,4,PhD,Retired,96526,City A,State Z,339,1,2022-01-01,,True
340,58,Male,Low,Yes,9,No,Divorced,2,High School,Retired,74623,City A,State Y,340,1,2022-01-01,,True
341,50,Other,Medium,Yes,9,Yes,Single,4,Bachelor's,Self-Employed,89288,City B,State X,341,1,2022-01-01,,True
342,57,Male,Low,No,0,Yes,Divorced,4,High School,Retired,67814,City C,State X,342,1,2022-01-01,,True
343,56,Other,Medium,Yes,3,Yes,Single,0,PhD,Employed,86611,City D,State Z,343,1,2022-01-01,,True
344,35,Other,Medium,No,4,Yes,Married,0,Bachelor's,Employed,30110,City C,State X,344,1,2022-01-01,,True
345,57,Male,High,Yes,7,Yes,Divorced,4,Bachelor's,Employed,62310,City B,State X,345,1,2022-01-01,,True
346,18,Male,High,Yes,2,No,Divorced,3,Bachelor's,Unemployed,27420,City B,State X,346,1,2022-01-01,,True
347,28,Other,Low,No,8,Yes,Married,0,High School,Self-Employed,67348,City C,State Y,347,1,2022-01-01,,True
348,45,Male,Low,Yes,0,No,Single,0,Bachelor's,Employed,67882,City B,State Z,348,1,2022-01-01,,True
349,74,Other,Medium,Yes,1,No,Married,3,PhD,Employed,98170,City D,State Z,349,1,2022-01-01,,True
350,42,Other,Low,No,7,Yes,Divorced,0,High School,Employed,22062,City C,State Y,350,1,2022-01-01,,True
351,67,Male,High,Yes,3,Yes,Divorced,4,Master's,Employed,25941,City C,State X,351,1,2022-01-01,,True
352,40,Male,Low,Yes,0,Yes,Divorced,3,PhD,Employed,20524,City B,State Y,352,1,2022-01-01,,True
353,48,Male,High,No,4,Yes,Divorced,3,Bachelor's,Self-Employed,55713,City C,State Z,353,1,2022-01-01,,True
354,47,Female,Medium,Yes,0,Yes,Married,4,Bachelor's,Employed,50401,City A,State X,354,1,2022-01-01,,True
355,59,Female,High,Yes,4,No,Single,1,PhD,Retired,75626,City D,State Z,355,1,2022-01-01,,True
356,52,Male,Low,No,9,No,Single,1,High School,Retired,35273,City B,State Y,356,1,2022-01-01,,True
357,24,Other,Medium,Yes,2,No,Single,2,High School,Retired,21571,City C,State Z,357,1,2022-01-01,,True
358,77,Female,High,Yes,3,No,Divorced,2,Bachelor's,Self-Employed,79988,City A,State X,358,1,2022-01-01,,True
359,33,Male,Low,Yes,2,No,Single,2,High School,Unemployed,40272,City A,State Z,359,1,2022-01-01,,True
360,43,Male,High,Yes,4,No,Divorced,1,PhD,Retired,62611,City C,State Z,360,1,2022-01-01,,True
361,65,Male,High,Yes,9,Yes,Single,3,Master's,Self-Employed,94875,City B,State Z,361,1,2022-01-01,,True
362,74,Female,Low,No,5,No,Married,0,Bachelor's,Retired,95302,City A,State Z,362,1,2022-01-01,,True
363,69,Female,High,Yes,3,No,Divorced,4,Bachelor's,Retired,67288,City D,State Z,363,1,2022-01-01,,True
364,77,Male,Low,Yes,6,No,Single,3,PhD,Unemployed,56622,City B,State Z,364,1,2022-01-01,,True
365,66,Male,Low,Yes,4,No,Single,4,High School,Unemployed,97851,City D,State Y,365,1,2022-01-01,,True
366,19,Other,High,Yes,8,Yes,Married,4,Bachelor's,Unemployed,68388,City A,State Y,366,1,2022-01-01,,True
367,18,Male,Medium,No,8,Yes,Married,4,PhD,Employed,28632,City D,State Z,367,1,2022-01-01,,True
368,65,Other,Low,Yes,9,Yes,Divorced,2,High School,Unemployed,91717,City A,State X,368,1,2022-01-01,,True
369,79,Other,High,No,0,No,Single,2,Bachelor's,Unemployed,24213,City A,State Y,369,1,2022-01-01,,True
370,29,Male,Medium,Yes,5,No,Married,1,Master's,Unemployed,33765,City D,State Y,370,1,2022-01-01,,True
371,22,Male,High,Yes,6,Yes,Married,0,High School,Employed,91153,City C,State Z,371,1,2022-01-01,,True
372,54,Male,High,No,4,Yes,Married,1,High School,Unemployed,80347,City A,State X,372,1,2022-01-01,,True
373,49,Female,Medium,No,3,No,Single,0,High School,Self-Employed,84317,City A,State X,373,1,2022-01-01,,True
374,76,Male,Medium,Yes,9,Yes,Divorced,3,High School,Unemployed,32992,City B,State Y,374,1,2022-01-01,,True
375,72,Male,Medium,No,5,No,Divorced,3,Master's,Unemployed,31105,City D,State Z,375,1,2022-01-01,,True
376,26,Other,Low,Yes,0,Yes,Single,0,Master's,Unemployed,79279,City A,State X,376,1,2022-01-01,,True
377,58,Male,High,Yes,9,Yes,Married,3,Master's,Retired,58797,City A,State X,377,1,2022-01-01,,True
378,52,Male,Low,No,9,No,Divorced,4,Master's,Employed,60578,City D,State Z,378,1,2022-01-01,,True
379,36,Female,Low,No,7,Yes,Divorced,0,PhD,Self-Employed,61331,City C,State Z,379,1,2022-01-01,,True
380,65,Male,Low,Yes,9,Yes,Divorced,4,PhD,Unemployed,93919,City C,State X,380,1,2022-01-01,,True
381,33,Male,High,Yes,5,No,Divorced,3,Master's,Employed,71430,City C,State X,381,1,2022-01-01,,True
382,20,Female,Medium,Yes,0,No,Single,4,Master's,Employed,99807,City C,State Y,382,1,2022-01-01,,True
383,37,Male,Medium,No,5,No,Divorced,0,PhD,Self-Employed,56843,City C,State X,383,1,2022-01-01,,True
384,41,Female,Medium,No,8,No,Single,4,Master's,Employed,51987,City A,State Y,384,1,2022-01-01,,True
385,71,Male,High,No,6,No,Divorced,4,PhD,Unemployed,66142,City D,State Z,385,1,2022-01-01,,True
386,73,Male,Medium,No,9,No,Married,1,PhD,Unemployed,14474,City C,State X,386,1,2022-01-01,,True
387,50,Female,High,Yes,2,Yes,Married,1,Bachelor's,Unemployed,35276,City A,State Z,387,1,2022-01-01,,True
388,41,Other,High,No,5,Yes,Divorced,3,Bachelor's,Retired,55690,City C,State Z,388,1,2022-01-01,,True
389,69,Female,Medium,Yes,4,Yes,Divorced,3,PhD,Employed,89411,City D,State X,389,1,2022-01-01,,True
390,28,Female,Medium,No,4,Yes,Single,1,Bachelor's,Employed,78988,City B,State Z,390,1,2022-01-01,,True
391,66,Female,High,Yes,4,No,Single,4,High School,Retired,55521,City A,State Z,391,1,2022-01-01,,True
392,25,Male,Medium,No,7,No,Single,4,Master's,Self-Employed,48512,City A,State Z,392,1,2022-01-01,,True
393,53,Male,High,Yes,1,Yes,Single,0,PhD,Employed,54748,City D,State X,393,1,2022-01-01,,True
394,55,Male,Low,No,9,No,Single,0,Bachelor's,Self-Employed,65735,City B,State Y,394,1,2022-01-01,,True
395,57,Female,High,Yes,4,Yes,Divorced,1,Bachelor's,Unemployed,69951,City A,State Z,395,1,2022-01-01,,True
396,37,Female,Low,No,5,Yes,Divorced,2,PhD,Self-Employed,93356,City C,State Y,396,1,2022-01-01,,True
397,79,Male,High,No,7,Yes,Single,1,Bachelor's,Unemployed,14028,City D,State Z,397,1,2022-01-01,,True
398,52,Other,Medium,No,7,Yes,Single,4,PhD,Employed,22348,City C,State X,398,1,2022-01-01,,True
399,65,Male,Medium,Yes,8,Yes,Married,3,Bachelor's,Retired,94764,City B,State Z,399,1,2022-01-01,,True
400,79,Other,High,Yes,1,No,Married,2,Master's,Self-Employed,32314,City A,State Y,400,1,2022-01-01,,True
401,42,Female,High,No,9,No,Single,0,High School,Employed,55205,City A,State Y,401,1,2022-01-01,,True
402,52,Other,Medium,Yes,5,Yes,Divorced,4,Master's,Employed,64688,City D,State X,402,1,2022-01-01,,True
403,42,Female,High,No,1,Yes,Single,4,Bachelor's,Self-Employed,70990,City C,State Z,403,1,2022-01-01,,True
404,46,Female,Low,Yes,8,Yes,Married,0,PhD,Unemployed,82073,City C,State Y,404,1,2022-01-01,,True
405,35,Female,High,No,0,No,Married,4,Bachelor's,Employed,99751,City D,State Y,405,1,2022-01-01,,True
406,63,Other,High,Yes,2,No,Married,1,PhD,Unemployed,27606,City D,State Z,406,1,2022-01-01,,True
407,35,Male,Medium,Yes,1,No,Single,1,Bachelor's,Self-Employed,43771,City D,State Y,407,1,2022-01-01,,True
408,19,Other,Medium,No,8,Yes,Single,0,Master's,Unemployed,85947,City A,State X,408,1,2022-01-01,,True
409,71,Male,Low,Yes,9,Yes,Divorced,4,Bachelor's,Self-Employed,34605,City B,State Y,409,1,2022-01-01,,True
410,52,Male,Medium,Yes,3,No,Divorced,1,Bachelor's,Unemployed,67569,City C,State Z,410,1,2022-01-01,,True
411,33,Other,Medium,Yes,3,Yes,Single,4,PhD,Employed,21858,City A,State X,411,1,2022-01-01,,True
412,78,Female,Medium,No,6,Yes,Married,4,Bachelor's,Retired,75255,City C,State Z,412,1,2022-01-01,,True
413,58,Female,Medium,Yes,5,Yes,Single,3,High School,Employed,61722,City B,State Z,413,1,2022-01-01,,True
414,53,Female,High,Yes,2,No,Divorced,0,Master's,Self-Employed,28443,City D,State X,414,1,2022-01-01,,True
415,50,Female,High,No,7,Yes,Single,0,Master's,Self-Employed,36707,City B,State Y,415,1,2022-01-01,,True
416,21,Male,High,Yes,4,Yes,Married,1,Master's,Self-Employed,99413,City D,State Y,416,1,2022-01-01,,True
417,50,Female,Medium,Yes,4,No,Single,1,Bachelor's,Employed,49310,City C,State Y,417,1,2022-01-01,,True
418,31,Other,Medium,Yes,4,Yes,Married,2,Bachelor's,Retired,91248,City C,State X,418,1,2022-01-01,,True
419,38,Female,High,No,8,Yes,Single,4,Bachelor's,Self-Employed,11126,City C,State Z,419,1,2022-01-01,,True
420,65,Male,Medium,Yes,5,No,Single,3,Master's,Employed,46317,City A,State Z,420,1,2022-01-01,,True
421,37,Other,Medium,Yes,0,Yes,Married,3,High School,Retired,34566,City B,State Y,421,1,2022-01-01,,True
422,73,Female,Low,Yes,7,No,Married,4,PhD,Employed,70989,City B,State Z,422,1,2022-01-01,,True
423,25,Other,Medium,Yes,5,No,Single,4,Master's,Employed,16461,City A,State Y,423,1,2022-01-01,,True
424,24,Male,High,No,5,No,Divorced,3,High School,Unemployed,97197,City C,State Z,424,1,2022-01-01,,True
425,20,Male,High,No,9,Yes,Married,1,Bachelor's,Self-Employed,76611,City D,State Z,425,1,2022-01-01,,True
426,34,Female,Medium,Yes,5,Yes,Single,4,Master's,Retired,88176,City C,State Y,426,1,2022-01-01,,True
427,50,Male,High,No,0,Yes,Married,2,PhD,Self-Employed,31681,City A,State Y,427,1,2022-01-01,,True
428,65,Male,Medium,Yes,8,Yes,Divorced,4,PhD,Retired,41370,City B,State Z,428,1,2022-01-01,,True
429,29,Male,High,Yes,0,No,Married,1,High School,Retired,45779,City D,State X,429,1,2022-01-01,,True
430,76,Male,Low,No,6,No,Single,0,Bachelor's,Unemployed,98880,City B,State Y,430,1,2022-01-01,,True
431,68,Other,Medium,Yes,8,No,Single,3,Bachelor's,Self-Employed,67465,City B,State Z,431,1,2022-01-01,,True
432,39,Male,Medium,Yes,1,Yes,Married,2,High School,Employed,11039,City D,State Y,432,1,2022-01-01,,True
433,72,Other,High,Yes,5,No,Married,4,Bachelor's,Retired,93821,City B,State Y,433,1,2022-01-01,,True
434,39,Male,Medium,Yes,5,No,Divorced,0,PhD,Employed,14313,City D,State Z,434,1,2022-01-01,,True
435,63,Other,Medium,Yes,9,No,Single,1,PhD,Self-Employed,25630,City A,State Y,435,1,2022-01-01,,True
436,47,Other,Medium,Yes,8,Yes,Divorced,3,High School,Retired,46453,City D,State Y,436,1,2022-01-01,,True
437,55,Female,High,No,7,No,Single,3,High School,Retired,11750,City B,State Z,437,1,2022-01-01,,True
438,55,Male,Medium,Yes,6,Yes,Single,2,Bachelor's,Retired,64908,City B,State Y,438,1,2022-01-01,,True
439,62,Other,Medium,No,5,No,Divorced,3,Bachelor's,Unemployed,46984,City A,State Z,439,1,2022-01-01,,True
440,68,Other,High,Yes,8,No,Divorced,4,High School,Employed,84820,City D,State X,440,1,2022-01-01,,True
441,71,Other,Medium,Yes,8,Yes,Divorced,1,Bachelor's,Self-Employed,36408,City C,State Y,441,1,2022-01-01,,True
442,25,Female,Medium,No,4,No,Married,3,High School,Retired,41736,City D,State X,442,1,2022-01-01,,True
443,44,Male,Medium,No,2,No,Divorced,2,High School,Unemployed,55210,City C,State Z,443,1,2022-01-01,,True
444,44,Female,High,Yes,9,Yes,Single,4,High School,Self-Employed,69319,City D,State Y,444,1,2022-01-01,,True
445,51,Other,Low,No,8,Yes,Married,1,Master's,Employed,52224,City D,State X,445,1,2022-01-01,,True
446,38,Other,High,Yes,2,No,Divorced,3,High School,Employed,26767,City D,State X,446,1,2022-01-01,,True
447,47,Male,Medium,No,9,No,Married,2,Bachelor's,Unemployed,56693,City C,State Z,447,1,2022-01-01,,True
448,50,Male,Medium,No,1,Yes,Divorced,4,High School,Employed,56871,City A,State X,448,1,2022-01-01,,True
449,45,Female,High,No,4,Yes,Single,1,High School,Employed,67068,City C,State Z,449,1,2022-01-01,,True
450,64,Male,Low,No,9,Yes,Divorced,1,Bachelor's,Retired,29978,City C,State Z,450,1,2022-01-01,,True
451,50,Other,Low,No,0,Yes,Single,2,Master's,Employed,11088,City B,State Z,451,1,2022-01-01,,True
452,22,Male,High,No,5,Yes,Divorced,3,Bachelor's,Employed,98814,City B,State Z,452,1,2022-01-01,,True
453,77,Other,Medium,Yes,5,Yes,Divorced,0,PhD,Self-Employed,27580,City A,State Y,453,1,2022-01-01,,True
454,78,Other,Medium,No,0,No,Married,1,Master's,Self-Employed,84575,City C,State X,454,1,2022-01-01,,True
455,65,Male,Low,Yes,6,Yes,Married,4,Bachelor's,Self-Employed,59083,City C,State Z,455,1,2022-01-01,,True
456,36,Female,High,No,2,No,Divorced,3,Master's,Retired,96353,City A,State Z,456,1,2022-01-01,,True
457,21,Female,High,Yes,2,No,Single,1,High School,Self-Employed,85138,City C,State X,457,1,2022-01-01,,True
458,52,Female,Medium,Yes,1,Yes,Married,0,PhD,Employed,80809,City C,State Z,458,1,2022-01-01,,True
459,66,Female,Medium,Yes,6,Yes,Single,4,Bachelor's,Retired,26883,City C,State X,459,1,2022-01-01,,True
460,34,Male,High,Yes,6,Yes,Single,3,Master's,Self-Employed,75883,City A,State Z,460,1,2022-01-01,,True
461,61,Female,Low,No,9,Yes,Single,1,Bachelor's,Unemployed,66981,City D,State Y,461,1,2022-01-01,,True
462,45,Other,High,No,6,No,Married,4,High School,Retired,26589,City A,State Y,462,1,2022-01-01,,True
463,47,Other,High,Yes,5,Yes,Divorced,0,PhD,Self-Employed,93425,City D,State Y,463,1,2022-01-01,,True
464,46,Male,High,Yes,7,No,Divorced,0,PhD,Retired,97970,City C,State Y,464,1,2022-01-01,,True
465,63,Female,High,No,4,Yes,Married,2,PhD,Self-Employed,68602,City D,State Y,465,1,2022-01-01,,True
466,70,Other,Medium,No,1,Yes,Divorced,3,PhD,Employed,33539,City B,State X,466,1,2022-01-01,,True
467,23,Other,Medium,Yes,7,No,Married,0,Bachelor's,Self-Employed,36909,City B,State Z,467,1,2022-01-01,,True
468,52,Male,Low,No,7,No,Single,3,Master's,Employed,86393,City D,State Y,468,1,2022-01-01,,True
469,77,Male,High,No,6,No,Divorced,1,High School,Employed,64318,City B,State Z,469,1,2022-01-01,,True
470,58,Other,High,Yes,9,No,Single,2,PhD,Employed,92997,City C,State X,470,1,2022-01-01,,True
471,54,Female,Medium,No,7,No,Single,4,High School,Employed,65836,City D,State X,471,1,2022-01-01,,True
472,41,Female,High,Yes,7,Yes,Single,3,Bachelor's,Unemployed,40323,City A,State X,472,1,2022-01-01,,True
473,46,Other,High,No,1,Yes,Divorced,2,High School,Self-Employed,64193,City C,State X,473,1,2022-01-01,,True
474,66,Other,Low,Yes,4,No,Married,2,PhD,Retired,10074,City B,State X,474,1,2022-01-01,,True
475,63,Male,Medium,No,0,Yes,Single,3,Master's,Unemployed,62913,City A,State Y,475,1,2022-01-01,,True
476,70,Other,High,No,4,Yes,Divorced,1,Bachelor's,Employed,68888,City D,State X,476,1,2022-01-01,,True
477,48,Female,Medium,Yes,0,Yes,Single,4,High School,Unemployed,24231,City A,State X,477,1,2022-01-01,,True
478,52,Female,Medium,No,4,No,Married,1,Master's,Retired,28667,City A,State X,478,1,2022-01-01,,True
479,77,Female,High,No,2,No,Married,4,Master's,Retired,38008,City C,State Z,479,1,2022-01-01,,True
480,50,Other,Low,No,0,No,Divorced,0,Bachelor's,Self-Employed,25683,City A,State Y,480,1,2022-01-01,,True
481,69,Female,High,No,0,No,Married,3,Master's,Employed,30704,City D,State X,481,1,2022-01-01,,True
482,78,Male,Medium,Yes,5,Yes,Single,0,Bachelor's,Unemployed,30769,City B,State Y,482,1,2022-01-01,,True
