product_id,product_name,product_brand,product_category,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight,product_color,product_material,product_manufacture_date,product_expiry_date,product_shelf_life,unit_price
2848,Product B,Brand Y,Furniture,4.4,448,81,0.17,Large,8.33,White,Metal,2018-05-26 15:18:12,2022-06-15 07:53:27,2,81.25
2896,Product A,Brand Z,Groceries,2.3,128,62,0.47,Large,2.26,Red,Metal,2018-06-02 04:18:20,2022-09-08 15:06:30,226,198.41
5936,Product B,Brand Y,Furniture,3.6,61,56,0.33,Small,0.7,White,Plastic,2019-07-18 00:26:00,2023-09-23 19:15:48,253,5.19
1310,Product C,Brand X,Clothing,3.1,235,88,0.12,Large,3.13,Green,Plastic,2019-04-07 07:02:07,2022-09-19 09:45:48,89,333.78
9502,Product D,Brand X,Furniture,4.8,632,43,0.19,Small,4.61,Black,Plastic,2018-08-14 15:49:15,2023-01-07 17:00:28,130,286.14
4429,Product A,Brand X,Clothing,2.7,908,40,0.43,Medium,5.59,White,Glass,2019-10-06 03:34:58,2022-03-02 04:27:26,46,81.23
92,Product D,Brand Z,Groceries,4.4,701,5,0.13,Large,8.5,Green,Plastic,2018-06-03 13:48:29,2022-04-27 01:53:51,107,650.31
2021,Product C,Brand X,Electronics,4.2,875,3,0.39,Large,0.11,Red,Plastic,2018-01-27 01:37:41,2022-01-15 03:07:10,348,571.09
1674,Product B,Brand Z,Furniture,4.5,567,18,0.1,Large,4.08,Blue,Plastic,2018-05-23 02:41:30,2022-03-19 22:23:21,6,588.44
3582,Product A,Brand Z,Groceries,4.1,769,62,0.32,Small,1.86,White,Glass,2018-08-23 12:59:53,2022-07-31 23:10:25,350,127.63
946,Product C,Brand Z,Clothing,3.7,218,21,0.21,Small,8.27,Black,Metal,2018-07-17 01:55:36,2022-11-18 11:31:05,167,313.98
7345,Product D,Brand Z,Toys,4.8,697,23,0.44,Large,4.63,White,Wood,2018-07-28 11:47:18,2023-03-29 03:16:52,290,287.94
5850,Product C,Brand Y,Clothing,1.3,382,75,0.09,Small,3.25,Red,Wood,2019-09-29 21:13:53,2023-12-12 18:44:52,319,822.97
8171,Product A,Brand Y,Groceries,2.5,857,14,0.17,Medium,0.43,White,Wood,2018-05-04 22:31:36,2023-02-12 21:42:35,71,243.76
9526,Product A,Brand Z,Toys,1.4,345,70,0.49,Small,4.47,White,Glass,2018-08-20 23:10:17,2023-12-29 09:09:04,201,832.98
9284,Product A,Brand Y,Electronics,3.7,738,27,0.46,Medium,3.53,Green,Wood,2018-04-25 13:56:17,2022-11-18 11:21:26,291,780.72
4839,Product A,Brand X,Furniture,4.0,286,28,0.13,Medium,7.44,Black,Metal,2019-12-29 00:14:33,2022-01-02 04:03:21,73,609.48
4508,Product C,Brand Z,Clothing,4.7,183,43,0.39,Large,1.43,Green,Wood,2018-03-15 10:33:02,2022-08-22 11:56:06,208,214.76
7027,Product D,Brand Y,Groceries,3.8,165,72,0.28,Medium,7.38,Black,Plastic,2018-04-28 01:43:00,2022-03-23 01:41:45,245,885.17
5138,Product A,Brand Z,Clothing,3.6,160,70,0.07,Large,2.1,Black,Plastic,2018-11-23 15:39:03,2023-01-08 20:06:10,306,730.94
7685,Product C,Brand Y,Electronics,3.0,662,21,0.13,Small,8.39,White,Wood,2019-12-15 13:28:16,2023-07-06 01:03:43,184,829.38
4171,Product A,Brand X,Furniture,1.8,334,35,0.16,Medium,4.97,White,Wood,2018-02-03 06:58:52,2022-11-26 18:47:52,333,616.27
6568,Product D,Brand X,Toys,2.9,856,9,0.06,Small,5.1,Green,Metal,2019-06-10 18:11:55,2023-11-19 18:51:55,102,618.72
9202,Product B,Brand Y,Electronics,4.2,812,27,0.33,Small,3.89,Black,Plastic,2019-02-02 06:18:56,2023-08-03 04:52:41,51,393.25
7985,Product A,Brand X,Electronics,2.0,189,73,0.25,Small,9.49,Black,Wood,2018-10-18 11:11:52,2022-08-12 17:22:16,301,457.81
2610,Product D,Brand X,Toys,3.8,675,90,0.4,Small,0.14,Red,Metal,2019-05-16 13:34:04,2022-02-16 10:07:48,166,621.68
6672,Product A,Brand X,Electronics,1.7,367,91,0.27,Medium,2.36,Red,Plastic,2018-05-16 05:47:18,2023-11-02 04:52:51,9,377.38
560,Product B,Brand X,Groceries,3.8,474,58,0.24,Small,4.93,Green,Plastic,2018-07-20 02:05:32,2022-03-09 12:57:55,166,698.63
9059,Product D,Brand Z,Groceries,4.1,866,74,0.41,Medium,7.96,Black,Wood,2019-02-11 10:04:30,2022-10-05 19:11:30,19,782.19
135,Product C,Brand Y,Furniture,3.5,731,66,0.3,Small,6.78,Blue,Plastic,2019-07-05 08:20:29,2023-01-20 16:14:43,76,16.61
3423,Product D,Brand X,Groceries,1.7,600,95,0.03,Large,2.97,Blue,Wood,2018-07-31 17:27:07,2022-12-18 13:38:03,65,743.48
3897,Product C,Brand X,Clothing,4.0,384,5,0.49,Medium,9.92,Red,Plastic,2019-04-19 09:06:43,2023-03-07 22:37:10,76,750.99
6597,Product C,Brand Y,Furniture,2.1,84,60,0.03,Medium,3.93,White,Wood,2019-11-14 11:29:53,2022-05-08 09:30:03,166,259.45
8961,Product A,Brand Z,Clothing,4.0,539,51,0.13,Medium,3.96,White,Plastic,2019-01-05 04:23:53,2023-04-07 20:43:29,227,863.39
3308,Product D,Brand X,Furniture,2.7,453,60,0.27,Large,3.43,Blue,Wood,2018-12-20 18:54:41,2023-07-22 00:11:14,137,36.47
7850,Product B,Brand Y,Toys,3.3,574,9,0.22,Large,4.77,White,Metal,2019-02-05 13:27:51,2023-01-22 10:19:53,148,732.03
2545,Product A,Brand Z,Clothing,4.0,214,63,0.04,Medium,4.28,White,Wood,2019-09-02 06:02:38,2022-03-20 04:47:39,350,148.37
7883,Product B,Brand X,Clothing,1.5,330,20,0.16,Medium,4.91,White,Metal,2018-11-20 01:13:18,2023-06-27 18:53:16,70,891.1
3937,Product C,Brand X,Groceries,4.9,734,53,0.48,Small,2.14,Blue,Plastic,2018-02-06 05:51:46,2023-08-12 10:06:41,25,105.16
4089,Product B,Brand Y,Furniture,1.8,702,34,0.46,Medium,9.52,Red,Glass,2019-05-15 00:02:51,2022-06-27 12:35:06,27,425.95
2436,Product A,Brand X,Electronics,3.9,16,60,0.19,Large,4.95,Green,Plastic,2018-12-24 23:12:27,2023-04-29 12:48:36,119,65.09
9708,Product D,Brand Z,Furniture,2.8,414,97,0.45,Large,1.22,Red,Wood,2019-02-18 11:06:07,2023-07-07 09:41:57,65,841.1
8268,Product D,Brand Y,Clothing,4.3,984,34,0.12,Small,1.36,White,Plastic,2019-11-14 17:14:02,2023-05-30 07:32:58,334,269.37
5237,Product D,Brand X,Electronics,4.7,527,35,0.03,Large,7.21,White,Plastic,2019-04-04 02:23:08,2022-07-26 14:50:49,170,159.48
8582,Product A,Brand Z,Furniture,1.7,338,5,0.19,Small,4.07,Green,Wood,2019-11-13 02:40:44,2022-03-24 11:46:42,122,226.58
532,Product A,Brand Y,Furniture,4.1,771,18,0.2,Medium,9.55,Green,Plastic,2018-09-02 18:07:44,2023-01-24 00:25:03,321,329.15
554,Product D,Brand X,Toys,3.8,483,91,0.31,Large,5.43,White,Metal,2018-08-25 07:49:19,2022-10-23 20:04:15,363,344.76
1966,Product A,Brand X,Groceries,1.6,587,26,0.32,Medium,5.75,Green,Wood,2019-12-23 20:26:14,2023-02-14 01:32:08,220,719.29
1162,Product B,Brand X,Toys,1.1,117,17,0.43,Medium,0.51,White,Wood,2019-02-05 00:50:41,2022-04-15 23:09:00,131,621.48
578,Product B,Brand Y,Furniture,1.9,276,72,0.03,Medium,9.4,Black,Wood,2019-11-27 13:12:58,2022-09-25 15:55:10,308,271.03
5390,Product B,Brand Z,Electronics,2.5,764,21,0.21,Small,1.99,White,Plastic,2019-05-03 19:23:36,2023-01-23 09:17:11,63,146.33
9282,Product A,Brand X,Groceries,4.9,151,1,0.46,Small,6.65,Red,Metal,2018-04-13 12:05:17,2023-12-06 10:42:55,53,579.27
8940,Product D,Brand X,Furniture,3.9,840,4,0.17,Large,0.85,Blue,Plastic,2018-11-10 11:39:05,2023-07-24 09:49:49,7,814.03
82,Product C,Brand Y,Electronics,2.9,305,98,0.26,Small,6.98,White,Metal,2019-04-16 19:41:55,2023-09-04 07:01:25,2,304.64
2244,Product C,Brand Y,Electronics,4.0,814,7,0.28,Large,5.51,Green,Plastic,2019-08-25 01:12:08,2022-12-24 12:56:12,297,409.41
188,Product B,Brand Y,Toys,1.2,79,23,0.36,Medium,8.75,Black,Glass,2019-03-16 04:08:06,2022-11-11 10:36:21,67,430.71
5559,Product A,Brand Z,Groceries,3.4,664,13,0.47,Medium,1.63,White,Metal,2018-08-12 16:59:41,2023-04-13 02:06:10,62,421.06
991,Product B,Brand X,Clothing,1.8,879,79,0.44,Small,6.85,Green,Wood,2019-02-21 19:39:48,2023-07-15 03:05:18,256,509.28
6072,Product C,Brand Z,Toys,2.0,464,53,0.38,Medium,6.99,Green,Plastic,2018-05-28 00:36:34,2022-04-21 07:14:02,19,522.48
6796,Product B,Brand Z,Toys,4.1,204,89,0.18,Large,8.13,Black,Wood,2019-07-30 22:48:03,2022-02-26 09:56:18,1,461.46
8382,Product C,Brand Z,Clothing,4.3,492,71,0.01,Medium,0.39,Black,Metal,2018-11-03 04:05:02,2022-10-03 01:13:33,214,827.04
2168,Product A,Brand Z,Clothing,4.1,643,46,0.11,Small,0.12,Blue,Wood,2018-07-07 02:57:00,2022-09-14 17:22:45,165,36.23
8544,Product A,Brand Z,Groceries,2.6,628,95,0.16,Large,2.42,Blue,Glass,2019-12-24 13:11:18,2023-08-28 15:19:09,266,114.02
5454,Product B,Brand X,Furniture,4.7,981,30,0.49,Small,7.66,Green,Wood,2019-07-21 15:53:13,2023-12-08 04:26:12,216,102.55
3024,Product C,Brand Z,Furniture,3.1,545,45,0.35,Large,3.64,Black,Plastic,2019-05-26 09:12:01,2023-05-02 10:35:25,299,662.94
4672,Product A,Brand Y,Furniture,3.6,191,90,0.27,Large,1.66,Black,Wood,2018-04-21 09:55:35,2022-08-28 11:24:29,295,424.69
9608,Product B,Brand X,Clothing,1.1,106,66,0.3,Small,9.51,Green,Metal,2019-12-27 13:11:34,2023-04-05 05:49:54,274,781.68
5335,Product A,Brand Z,Electronics,2.6,610,83,0.49,Large,1.29,White,Glass,2018-06-20 19:39:01,2022-01-11 17:51:10,343,26.79
4736,Product D,Brand Z,Clothing,1.3,877,96,0.03,Small,1.45,Blue,Plastic,2019-01-29 06:33:42,2023-06-19 07:42:05,244,11.91
2218,Product D,Brand Z,Electronics,3.3,521,63,0.43,Large,2.99,Black,Plastic,2018-03-12 23:29:04,2023-12-20 16:07:37,325,642.92
140,Product C,Brand Z,Toys,1.5,956,0,0.18,Large,1.0,Blue,Metal,2018-06-24 20:46:31,2022-05-27 09:15:10,130,955.07
9343,Product D,Brand Z,Clothing,4.1,554,29,0.26,Small,7.23,Green,Wood,2018-11-29 07:14:20,2022-08-16 18:04:41,41,580.52
8296,Product D,Brand X,Furniture,3.5,937,30,0.18,Small,9.78,Green,Metal,2019-10-20 23:30:17,2022-01-07 08:08:20,49,212.08
5139,Product B,Brand Y,Groceries,2.9,656,13,0.12,Medium,0.44,Blue,Plastic,2019-01-22 21:38:05,2022-03-18 13:38:19,131,698.91
8225,Product A,Brand X,Groceries,3.4,422,62,0.48,Small,0.65,Red,Plastic,2019-11-03 03:59:34,2022-04-17 04:56:02,258,412.63
2355,Product D,Brand Y,Clothing,1.4,632,26,0.49,Medium,1.02,Red,Glass,2018-06-05 15:50:06,2022-04-17 12:09:50,280,758.04
9738,Product B,Brand Z,Groceries,1.9,409,45,0.37,Large,6.17,White,Wood,2018-02-06 18:40:56,2022-08-27 20:43:07,123,264.1
1819,Product A,Brand X,Groceries,4.5,321,65,0.16,Medium,2.73,Black,Glass,2018-02-07 16:56:19,2023-11-18 23:01:26,100,924.59
5337,Product C,Brand Z,Furniture,2.8,133,9,0.3,Medium,3.11,White,Glass,2018-08-27 16:45:56,2023-11-16 16:58:47,131,316.94
7534,Product B,Brand Z,Clothing,1.7,778,70,0.26,Large,1.77,White,Metal,2019-12-03 07:38:37,2022-10-06 04:21:05,107,904.0
6083,Product D,Brand Z,Toys,1.3,350,7,0.46,Large,5.08,Red,Plastic,2018-07-07 18:32:52,2023-03-31 11:59:45,213,280.82
1612,Product B,Brand X,Toys,3.4,13,0,0.07,Small,0.58,Red,Glass,2019-01-18 00:16:31,2023-07-21 07:34:04,349,428.76
4375,Product C,Brand Y,Clothing,1.9,937,66,0.31,Medium,3.71,Red,Glass,2019-07-07 19:27:10,2022-03-26 11:05:14,275,941.85
674,Product A,Brand Z,Electronics,4.5,474,73,0.27,Medium,3.23,Green,Metal,2019-10-18 01:15:02,2023-06-23 11:15:57,168,771.04
3066,Product C,Brand X,Toys,4.8,435,21,0.11,Medium,5.33,White,Metal,2019-01-04 20:12:41,2023-06-18 00:49:42,61,926.24
9622,Product C,Brand Y,Electronics,3.6,536,12,0.11,Large,9.0,Red,Metal,2018-11-21 02:26:19,2022-08-28 10:17:53,280,179.22
1197,Product B,Brand Z,Furniture,4.4,240,78,0.49,Medium,9.04,Red,Plastic,2018-06-23 03:02:34,2023-07-22 04:52:41,97,654.35
4039,Product C,Brand X,Groceries,4.4,401,34,0.08,Small,8.43,Blue,Metal,2018-04-23 05:36:55,2023-06-24 06:57:18,255,832.43
108,Product B,Brand Z,Toys,1.5,130,88,0.05,Medium,9.73,White,Plastic,2018-04-03 07:36:05,2023-04-07 22:28:57,250,552.57
2416,Product B,Brand Y,Electronics,3.8,951,92,0.34,Large,4.3,Black,Metal,2018-11-25 19:44:00,2023-05-29 16:15:09,338,549.24
2579,Product D,Brand X,Clothing,1.8,993,48,0.42,Large,8.68,Red,Wood,2018-07-10 21:07:19,2022-09-10 23:36:58,251,41.84
5450,Product A,Brand Z,Clothing,4.3,248,31,0.49,Small,2.97,Black,Glass,2018-05-04 15:54:21,2023-05-04 17:23:51,99,861.79
5262,Product D,Brand Y,Groceries,4.0,542,97,0.42,Medium,8.33,Red,Wood,2019-05-30 20:01:06,2022-12-13 18:15:07,258,600.66
597,Product B,Brand X,Groceries,4.0,553,80,0.47,Medium,1.12,White,Wood,2019-03-04 07:25:02,2023-11-12 07:38:58,256,678.6
7691,Product B,Brand Z,Toys,4.7,222,50,0.19,Medium,7.34,Green,Metal,2019-01-22 15:53:33,2022-10-28 18:11:02,255,124.21
5823,Product D,Brand X,Groceries,4.3,689,79,0.08,Medium,6.53,Blue,Plastic,2019-04-08 14:44:56,2022-08-03 20:35:21,269,555.02
5843,Product C,Brand Z,Clothing,1.4,2,7,0.33,Medium,3.54,Blue,Metal,2019-02-28 09:14:12,2023-11-18 14:14:57,135,67.91
8731,Product D,Brand Z,Electronics,3.4,331,71,0.45,Large,5.26,Green,Metal,2018-07-04 00:12:00,2023-09-30 07:07:01,307,487.3
2613,Product B,Brand Z,Furniture,1.5,761,72,0.34,Small,0.71,Red,Plastic,2018-11-20 15:28:04,2022-12-29 04:45:05,249,364.87
1506,Product B,Brand Z,Furniture,2.6,657,63,0.1,Small,6.13,Black,Metal,2019-02-13 01:56:55,2023-03-21 05:35:02,244,284.73
9727,Product B,Brand X,Clothing,1.6,102,82,0.14,Large,8.13,Blue,Metal,2018-09-14 21:03:29,2023-11-10 07:03:17,165,939.68
7908,Product B,Brand X,Clothing,2.2,546,23,0.02,Large,3.09,Blue,Plastic,2018-02-08 10:18:19,2023-06-17 14:23:27,357,122.65
74,Product D,Brand X,Clothing,4.6,502,15,0.4,Small,2.66,Green,Plastic,2019-06-03 00:32:11,2023-09-09 17:29:43,351,892.36
8115,Product C,Brand X,Furniture,2.4,275,54,0.36,Small,4.99,Green,Glass,2019-03-12 16:51:54,2023-12-21 10:44:17,217,403.26
3286,Product B,Brand Z,Electronics,1.8,510,89,0.38,Medium,2.86,Blue,Wood,2019-08-21 12:39:31,2023-12-31 18:47:20,161,853.26
4552,Product B,Brand X,Groceries,1.6,277,68,0.46,Large,8.55,Green,Plastic,2019-02-17 04:32:23,2022-03-04 11:02:50,213,897.38
667,Product A,Brand Z,Toys,1.3,189,78,0.33,Large,4.3,Black,Wood,2018-01-16 02:01:08,2022-06-03 06:04:40,184,603.03
4061,Product B,Brand Y,Furniture,2.7,529,73,0.41,Medium,5.61,Red,Plastic,2019-02-27 11:50:20,2022-01-22 17:26:07,4,919.27
6265,Product A,Brand X,Furniture,3.0,286,67,0.46,Medium,8.54,Red,Metal,2018-07-01 21:56:45,2023-06-20 11:39:24,177,620.24
4858,Product A,Brand Y,Furniture,4.2,985,16,0.11,Large,6.06,Red,Plastic,2019-09-26 12:43:40,2023-04-19 09:39:31,197,273.44
7971,Product A,Brand Z,Electronics,4.3,178,25,0.3,Large,2.52,Green,Plastic,2019-11-26 02:58:08,2022-10-14 13:23:57,241,739.4
8494,Product D,Brand Y,Furniture,2.0,779,68,0.13,Medium,3.89,White,Plastic,2018-10-02 21:55:33,2023-11-11 07:11:18,308,421.95
7361,Product D,Brand Z,Furniture,4.7,724,41,0.47,Large,9.43,Green,Wood,2018-07-28 04:09:46,2023-10-12 00:35:39,41,183.66
9685,Product D,Brand Z,Groceries,2.4,605,67,0.37,Medium,7.08,Green,Metal,2018-06-07 09:41:37,2023-12-16 02:45:28,96,173.79
9854,Product C,Brand X,Electronics,4.2,275,20,0.03,Small,2.97,Black,Metal,2019-06-01 09:58:36,2022-06-17 14:56:55,159,332.09
1688,Product D,Brand Y,Toys,3.0,39,42,0.46,Medium,7.18,Black,Metal,2018-06-28 12:02:27,2022-01-03 19:57:30,94,594.14
1928,Product D,Brand X,Groceries,4.1,203,44,0.35,Small,1.68,Blue,Wood,2018-04-28 07:50:20,2023-07-06 11:34:56,84,279.34
7825,Product D,Brand Y,Clothing,1.1,293,79,0.49,Medium,3.49,Blue,Plastic,2019-01-02 07:24:36,2022-02-27 03:29:34,216,790.54
2855,Product B,Brand Z,Furniture,1.5,18,43,0.15,Small,8.65,Green,Wood,2019-12-27 00:06:11,2022-05-14 11:13:24,353,505.96
422,Product B,Brand Y,Groceries,3.0,556,67,0.34,Medium,8.7,Black,Glass,2019-12-14 05:05:01,2022-10-19 10:12:09,30,593.8
606,Product D,Brand Y,Toys,3.5,219,25,0.0,Small,7.14,Red,Glass,2018-01-31 05:28:55,2023-08-27 08:39:57,113,897.0
6616,Product A,Brand Z,Furniture,3.4,344,14,0.3,Medium,2.02,Blue,Wood,2019-11-12 01:59:57,2023-08-18 21:14:24,239,194.07
7605,Product D,Brand Z,Electronics,2.9,225,60,0.01,Small,7.72,Red,Glass,2018-08-24 04:33:04,2022-05-17 01:04:14,47,664.87
3940,Product C,Brand X,Electronics,4.1,897,25,0.37,Large,8.83,Black,Wood,2018-01-29 22:56:02,2023-12-03 03:17:58,175,10.3
7931,Product C,Brand Z,Furniture,1.3,697,33,0.2,Small,2.23,Black,Plastic,2019-01-02 20:55:55,2023-11-25 03:19:19,352,288.55
7330,Product C,Brand X,Groceries,3.2,553,79,0.05,Large,9.46,Black,Metal,2019-06-02 16:52:21,2023-02-18 23:08:11,323,389.48
1091,Product A,Brand Y,Clothing,4.1,208,18,0.37,Small,5.38,Blue,Plastic,2018-05-03 20:54:03,2023-08-23 13:14:21,101,199.78
4651,Product C,Brand X,Electronics,2.0,368,94,0.19,Large,7.37,Blue,Wood,2018-08-15 02:36:42,2022-10-11 02:29:09,83,655.09
1163,Product C,Brand X,Groceries,1.8,11,68,0.08,Large,4.17,Black,Plastic,2019-04-22 22:27:45,2023-02-16 02:06:08,43,544.47
7928,Product C,Brand X,Groceries,2.6,54,21,0.31,Medium,9.32,Red,Wood,2018-12-13 00:18:40,2023-08-05 21:40:07,326,788.14
9779,Product A,Brand Y,Clothing,4.4,314,83,0.28,Medium,4.29,White,Plastic,2019-04-22 23:33:19,2023-08-11 01:30:33,239,600.71
6403,Product A,Brand X,Electronics,4.4,259,39,0.04,Small,5.29,White,Plastic,2018-05-31 15:05:49,2023-03-13 05:59:56,359,370.48
3909,Product D,Brand Y,Clothing,1.8,894,96,0.01,Medium,0.17,White,Plastic,2018-12-10 16:48:52,2022-07-09 08:39:26,220,708.58
3695,Product C,Brand Y,Electronics,3.2,827,12,0.17,Large,2.51,Green,Metal,2019-04-28 05:30:18,2023-05-25 03:15:37,291,765.91
8215,Product B,Brand X,Electronics,1.7,694,67,0.13,Small,2.28,Green,Plastic,2019-07-25 12:46:18,2022-05-10 19:15:39,239,366.8
6623,Product C,Brand X,Groceries,2.3,636,58,0.47,Small,3.76,Black,Metal,2019-07-02 23:45:04,2022-06-01 00:54:06,185,209.95
3906,Product D,Brand Y,Groceries,3.2,826,70,0.14,Medium,4.17,Blue,Glass,2018-12-22 00:31:49,2023-07-24 09:52:29,108,784.35
3174,Product A,Brand Z,Electronics,3.3,259,86,0.01,Medium,1.23,Green,Metal,2019-09-01 15:53:45,2022-12-04 20:20:01,130,485.44
6528,Product B,Brand Y,Furniture,4.8,988,29,0.03,Large,0.32,White,Metal,2018-12-13 05:22:50,2023-11-15 05:56:15,325,81.23
3032,Product D,Brand X,Clothing,5.0,742,13,0.48,Small,6.59,Red,Metal,2019-04-16 04:45:20,2023-04-17 21:00:11,11,673.81
6797,Product C,Brand Y,Clothing,2.4,573,4,0.42,Medium,3.77,White,Metal,2018-10-10 18:57:40,2023-08-01 03:21:57,359,445.22
949,Product B,Brand X,Toys,4.2,90,94,0.4,Large,7.4,Blue,Glass,2018-06-07 20:05:08,2023-02-10 04:25:04,207,318.71
356,Product A,Brand Z,Clothing,2.5,234,63,0.37,Small,2.3,Red,Glass,2019-07-28 04:17:51,2023-08-22 01:15:24,63,256.24
7779,Product B,Brand X,Electronics,1.7,961,30,0.38,Small,3.02,Blue,Glass,2018-06-22 08:00:25,2022-11-05 14:20:18,251,731.84
8710,Product C,Brand X,Toys,1.4,230,48,0.05,Medium,8.33,Blue,Plastic,2019-10-09 15:40:56,2022-03-30 12:56:27,289,250.45
217,Product C,Brand Z,Groceries,1.4,256,8,0.4,Medium,6.42,Red,Glass,2018-04-03 00:53:06,2022-05-12 18:02:41,98,528.2
4232,Product B,Brand Z,Clothing,4.1,267,11,0.15,Large,1.86,Black,Plastic,2019-06-14 18:48:34,2022-05-24 07:22:15,125,601.05
3277,Product C,Brand Y,Groceries,2.9,299,65,0.22,Small,6.11,Blue,Plastic,2019-03-03 00:27:56,2023-10-26 19:48:39,210,6.73
5855,Product A,Brand Y,Toys,3.0,745,85,0.11,Medium,3.27,Blue,Plastic,2018-08-04 09:33:23,2023-12-02 17:36:24,256,957.87
1972,Product C,Brand Y,Electronics,2.2,116,32,0.47,Large,6.64,Black,Wood,2018-04-26 05:41:01,2022-07-16 17:07:12,6,884.79
9527,Product A,Brand Z,Clothing,4.9,718,29,0.06,Small,5.73,Black,Wood,2019-12-29 20:30:56,2022-08-07 00:40:23,34,882.92
8008,Product C,Brand Y,Groceries,4.8,542,95,0.46,Medium,7.53,White,Glass,2018-03-01 22:23:30,2022-05-25 23:21:01,107,969.85
5123,Product D,Brand Y,Groceries,1.4,572,15,0.22,Medium,6.06,Blue,Wood,2018-10-22 02:20:17,2023-08-14 15:37:57,118,309.69
9206,Product C,Brand Y,Clothing,3.9,522,20,0.12,Small,6.55,Green,Plastic,2019-12-03 21:10:45,2022-08-29 03:23:59,218,418.14
5572,Product A,Brand Z,Toys,2.1,487,25,0.48,Small,9.82,White,Glass,2019-02-23 09:30:04,2022-09-01 09:55:05,187,463.57
2875,Product A,Brand Z,Furniture,2.4,288,98,0.43,Large,2.47,Red,Glass,2019-07-18 15:26:07,2023-01-06 18:44:18,261,975.67
8901,Product D,Brand Z,Toys,2.9,551,45,0.36,Small,1.97,Red,Plastic,2018-05-28 15:27:35,2023-05-10 12:38:15,198,86.94
7466,Product D,Brand X,Clothing,2.2,756,59,0.04,Medium,9.29,Green,Metal,2019-01-06 01:53:47,2022-12-14 09:48:55,108,513.29
3633,Product B,Brand Z,Groceries,3.7,443,13,0.19,Medium,5.4,White,Glass,2019-01-12 19:22:01,2023-04-11 06:40:55,176,540.84
8848,Product D,Brand Z,Clothing,4.7,262,74,0.03,Small,9.37,Green,Glass,2018-07-21 02:13:55,2023-08-02 10:05:19,298,986.01
8528,Product D,Brand X,Clothing,4.1,895,64,0.2,Medium,5.87,Red,Wood,2018-07-29 15:28:54,2023-01-23 22:33:28,83,339.23
7514,Product D,Brand Y,Groceries,2.9,743,37,0.27,Medium,0.46,Red,Wood,2018-03-12 01:08:18,2023-10-26 21:12:08,68,631.93
687,Product C,Brand X,Electronics,2.2,465,3,0.33,Large,4.43,Green,Wood,2019-07-23 04:29:53,2023-11-13 22:47:57,75,929.04
6844,Product D,Brand Y,Groceries,3.0,660,60,0.16,Small,6.01,Green,Wood,2018-04-05 02:13:12,2022-05-26 15:15:50,322,869.53
6984,Product B,Brand X,Toys,2.9,351,3,0.24,Medium,0.79,Green,Metal,2018-06-16 02:26:53,2023-01-23 20:05:44,22,785.9
2735,Product A,Brand X,Clothing,3.8,650,88,0.42,Medium,4.71,Green,Wood,2018-07-23 10:07:46,2022-12-18 06:10:54,70,623.39
5786,Product A,Brand Y,Electronics,3.7,34,49,0.11,Small,3.07,Green,Wood,2018-12-08 04:15:08,2022-02-20 08:35:58,342,146.35
5,Product B,Brand X,Groceries,2.4,46,87,0.3,Medium,5.22,White,Glass,2019-12-30 03:36:55,2022-02-24 10:28:34,49,17.04
3391,Product C,Brand Y,Furniture,1.8,452,17,0.32,Small,7.24,Green,Metal,2018-10-19 12:58:10,2023-11-03 22:11:59,142,777.04
1523,Product D,Brand Y,Clothing,2.7,130,73,0.36,Medium,7.22,Green,Glass,2019-11-04 12:19:44,2022-03-18 15:15:30,162,159.01
1827,Product D,Brand Z,Groceries,4.8,38,12,0.33,Large,7.46,Green,Glass,2019-01-26 01:56:45,2023-12-26 14:30:11,132,545.28
484,Product A,Brand Y,Groceries,2.3,208,61,0.15,Large,1.31,Black,Metal,2019-10-03 22:13:00,2023-01-30 21:43:12,171,526.74
1914,Product A,Brand Z,Clothing,2.4,60,11,0.01,Large,0.27,Black,Glass,2018-01-04 19:46:27,2023-06-15 01:13:55,296,470.4
4551,Product A,Brand X,Electronics,3.9,827,29,0.37,Medium,6.53,Blue,Wood,2018-06-27 16:45:36,2023-04-20 16:38:25,306,29.98
29,Product A,Brand X,Clothing,3.0,853,29,0.21,Large,4.25,Green,Plastic,2018-12-18 08:15:50,2022-09-23 15:34:14,347,321.08
4295,Product B,Brand X,Groceries,3.1,680,43,0.02,Large,5.91,Black,Metal,2018-09-09 20:16:57,2022-11-26 21:29:14,252,598.0
9062,Product A,Brand X,Electronics,2.5,319,10,0.42,Medium,8.62,White,Plastic,2019-08-30 16:46:49,2022-08-11 16:24:34,79,284.62
9547,Product A,Brand X,Toys,2.5,965,48,0.17,Large,7.92,Red,Metal,2019-08-20 02:24:56,2023-08-31 14:48:18,53,35.94
7351,Product B,Brand Z,Furniture,4.0,418,25,0.2,Medium,0.4,Green,Glass,2019-06-16 08:44:44,2022-05-25 13:45:10,106,425.58
8955,Product A,Brand X,Groceries,4.3,977,4,0.1,Small,2.57,Blue,Wood,2018-09-03 07:38:17,2022-04-21 11:40:41,348,678.08
826,Product B,Brand X,Toys,2.1,977,20,0.14,Small,5.24,Black,Plastic,2018-05-14 07:25:04,2023-08-23 09:41:02,328,348.41
4504,Product B,Brand Z,Toys,4.5,50,26,0.25,Medium,1.56,Black,Plastic,2019-02-22 23:44:47,2023-09-26 21:24:59,54,657.4
5150,Product C,Brand Z,Clothing,2.3,969,25,0.09,Small,7.27,Blue,Glass,2019-01-28 19:31:01,2022-03-29 11:01:35,350,499.4
