item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000465,ORD00514,PROD0051,4,14226.18,1.21
ITEM000466,ORD00647,PROD0099,2,37520.78,40.65
ITEM000467,ORD00387,PROD0084,4,37052.23,13.5
ITEM000468,ORD00087,PROD0010,1,35204.11,36.63
ITEM000469,ORD00021,PROD0002,5,7677.19,36.79
ITEM000470,ORD00812,PROD0051,2,42979.22,39.24
ITEM000471,ORD00436,PROD0066,1,22999.39,4.98
ITEM000472,ORD00993,PROD0084,5,14632.81,4.65
ITEM000473,ORD00991,PROD0053,5,14292.71,35.14
ITEM000474,ORD00519,PROD0032,-4,24902.04,19.68
ITEM000475,ORD00382,PROD0098,5,22668.29,28.89
ITEM000476,ORD00026,PROD0051,2,23892.64,5.45
ITEM000477,ORD00319,PROD0043,2,48793.29,4.77
ITEM000478,ORD00174,PROD0027,4,4286.05,20.16
ITEM000479,ORD00859,PROD0061,5,28375.3,11.62
ITEM000480,ORD00786,PROD0064,3,37051.51,41.72
ITEM000481,ORD00038,PROD0042,5,43584.25,13.41
ITEM000482,ORD00215,PROD0097,5,27324.88,15.65
ITEM000483,ORD00668,PROD0031,3,24201.52,27.74
ITEM000484,ORD00758,PROD0094,1,21342.53,3.88
ITEM000485,ORD00131,PROD0097,1,37432.62,8.31
ITEM000486,ORD00449,PROD0015,1,24809.71,31.31
ITEM000487,ORD00538,PROD0063,2,27399.54,19.97
ITEM000488,ORD00304,PROD0016,4,36025.16,44.01
ITEM000489,ORD00278,PROD0067,3,18644.43,32.51
ITEM000490,ORD00145,PROD0038,5,40160.41,47.6
ITEM000491,ORD00381,PROD0067,5,23197.72,46.81
ITEM000492,ORD00950,PROD0096,2,35782.56,23.69
ITEM000493,ORD00326,PROD0054,2,3445.7,48.85
ITEM000494,ORD00320,PROD0090,2,4783.01,22.93
ITEM000495,ORD00097,PROD0008,5,7907.01,17.52
ITEM000496,ORD00573,PROD0029,3,46401.19,13.73
ITEM000497,ORD00841,PROD0055,5,18427.01,38.35
ITEM000498,ORD00957,PROD0033,5,33002.44,3.87
ITEM000499,ORD00157,PROD0014,2,13220.59,5.12
ITEM000500,ORD00817,PROD0067,5,19209.03,28.78
ITEM000501,ORD00874,PROD0076,5,40384.25,43.57
ITEM000502,ORD00685,PROD0061,2,39189.91,49.45
ITEM000503,ORD00094,PROD0079,2,23825.65,0.01
ITEM000504,ORD00080,PROD0007,2,22040.48,33.24
ITEM000505,ORD00335,PROD0039,5,12114.57,19.66
ITEM000506,ORD00793,PROD0050,4,41948.61,15.85
ITEM000507,ORD00081,PROD0078,2,47279.95,41.68
ITEM000508,ORD00729,PROD0019,4,24555.67,39.45
ITEM000509,ORD00702,PROD0016,5,32639.4,8.9
ITEM000510,ORD00887,PROD0047,4,17364.98,21.2
ITEM000511,ORD00632,PROD0072,2,9032.38,37.38
ITEM000512,ORD00011,PROD0026,4,9824.94,29.31
ITEM000513,ORD00337,PROD0013,3,25189.39,0.65
ITEM000514,ORD00280,PROD0005,3,19974.87,49.79
ITEM000515,ORD00722,PROD0033,3,48559.92,41.17
ITEM000516,ORD00884,PROD0092,4,31648.78,24.52
ITEM000517,ORD00485,PROD0096,5,2005.86,1.44
ITEM000518,ORD00916,PROD0092,2,8927.69,42.55
ITEM000519,ORD00085,PROD0054,1,31910.16,3.12
ITEM000520,ORD00100,PROD0070,3,9789.7,30.7
ITEM000521,ORD00018,PROD0043,3,8543.76,49.31
ITEM000522,ORD00740,PROD0047,-5,33258.32,20.82
ITEM000523,ORD00684,PROD0086,1,41269.87,25.08
ITEM000524,ORD00747,PROD0035,1,2320.97,30.43
ITEM000525,ORD00706,PROD0065,4,37366.74,41.89
ITEM000526,ORD00004,PROD0040,3,5973.96,23.31
ITEM000527,ORD00857,PROD0090,1,23203.97,5.81
ITEM000528,ORD00093,PROD0024,1,29598.31,48.29
ITEM000529,ORD00786,PROD0022,1,18789.02,4.06
ITEM000530,ORD00742,PROD0032,3,32151.64,45.07
ITEM000531,ORD00196,PROD0096,2,19027.59,14.35
ITEM000532,ORD00286,PROD0018,5,11375.42,9.41
ITEM000533,ORD00905,PROD0026,2,13041.77,21.98
ITEM000534,ORD00095,PROD0063,3,17508.07,32.09
ITEM000535,ORD00461,PROD0081,2,41752.74,19.28
ITEM000536,ORD00551,PROD0073,2,21749.28,32.3
ITEM000537,ORD00699,PROD0037,2,48427.67,27.58
ITEM000538,ORD00761,PROD0035,1,10615.03,10.91
ITEM000539,ORD00268,PROD0005,1,31592.57,23.76
ITEM000540,ORD00479,PROD0076,3,18957.72,29.42
ITEM000541,ORD00035,PROD0042,1,43479.52,0.39
ITEM000542,ORD00432,PROD0061,3,45158.7,9.36
ITEM000543,ORD00367,PROD0040,2,9389.42,1.09
ITEM000544,ORD00829,PROD0079,4,34755.47,36.55
ITEM000545,ORD00485,PROD0032,3,30087.0,24.13
ITEM000546,ORD00411,PROD0039,1,43883.89,38.16
ITEM000547,ORD00923,PROD0065,1,38726.22,47.7
ITEM000548,ORD00411,PROD0076,1,8402.6,15.03
ITEM000549,ORD00612,PROD0090,5,48624.14,37.59
ITEM000550,ORD00134,PROD0085,3,2784.62,4.52
ITEM000551,ORD00812,PROD0099,2,22989.8,8.27
ITEM000552,ORD00001,PROD0085,2,8686.21,15.38
ITEM000553,ORD00190,PROD0031,2,36234.31,7.71
ITEM000554,ORD00569,PROD0100,-3,8050.56,5.0
ITEM000555,ORD00564,PROD0088,4,45650.37,33.42
ITEM000556,ORD00852,PROD0060,2,4881.66,6.43
ITEM000557,ORD00782,PROD0018,4,44911.26,40.99
ITEM000558,ORD00748,PROD0055,5,3675.67,24.42
ITEM000559,ORD00759,PROD0076,1,30465.26,38.39
ITEM000560,ORD00378,PROD0047,3,179.42,29.96
ITEM000561,ORD00408,PROD0010,2,9479.73,10.56
ITEM000562,ORD00446,PROD0012,3,9075.79,7.54
ITEM000563,ORD00319,PROD0050,4,47929.79,21.09
ITEM000564,ORD00168,PROD0051,5,23299.64,4.13
ITEM000565,ORD00703,PROD0094,1,20283.23,40.35
ITEM000566,ORD00165,PROD0041,2,19261.12,22.73
ITEM000567,ORD00498,PROD0084,4,2820.11,21.25
ITEM000568,ORD00760,PROD0082,1,40140.68,22.51
ITEM000569,ORD00382,PROD0100,4,42224.0,48.59
ITEM000570,ORD00115,PROD0023,4,19235.24,33.74
ITEM000571,ORD00154,PROD0001,3,35407.48,12.89
ITEM000572,ORD00528,PROD0079,4,23291.68,1.99
ITEM000573,ORD00889,PROD0063,4,44469.38,34.32
ITEM000574,ORD00259,PROD0055,3,38365.0,1.18
ITEM000575,ORD00274,PROD0023,3,974.2,16.23
ITEM000576,ORD00652,PROD0005,5,36622.03,26.56
ITEM000577,ORD00406,PROD0032,2,4819.17,36.34
ITEM000578,ORD00649,PROD0064,4,17334.78,22.9
ITEM000579,ORD00633,PROD0032,5,2127.98,16.33
ITEM000580,ORD00040,PROD0019,5,31926.94,44.1
ITEM000581,ORD00392,PROD0066,1,31873.38,15.1
ITEM000582,ORD00411,PROD0003,2,12917.21,32.64
ITEM000583,ORD00905,PROD0011,4,39702.88,28.54
ITEM000584,ORD00311,PROD0079,5,39706.8,34.71
ITEM000585,ORD00051,PROD0048,5,38059.88,21.85
ITEM000586,ORD00765,PROD0089,2,33604.84,30.23
ITEM000587,ORD00932,PROD0024,3,20418.42,0.94
ITEM000588,ORD00425,PROD0085,2,23175.82,39.51
ITEM000589,ORD00651,PROD0041,1,1001.84,16.23
ITEM000590,ORD00066,PROD0079,3,30504.88,23.03
ITEM000591,ORD00431,PROD0082,5,19513.07,46.49
ITEM000592,ORD00013,PROD0044,3,41149.17,7.59
ITEM000593,ORD00875,PROD0096,4,34916.5,33.65
ITEM000594,ORD00262,PROD0052,1,28608.53,3.93
ITEM000595,ORD00499,PROD0072,3,37425.74,26.48
ITEM000596,ORD00312,PROD0038,3,23422.27,7.8
ITEM000597,ORD00599,PROD0022,5,21633.39,49.79
ITEM000598,ORD00024,PROD0097,3,24588.77,11.74
ITEM000599,ORD00944,PROD0069,2,47446.07,6.17
ITEM000600,ORD00406,PROD0028,2,28580.18,8.93
ITEM000601,ORD00163,PROD0099,4,17666.03,10.89
ITEM000602,ORD00923,PROD0077,3,18222.42,5.28
ITEM000603,ORD00906,PROD0088,3,26672.17,11.25
ITEM000604,ORD00414,PROD0064,4,46235.06,7.85
ITEM000605,ORD00895,PROD0023,4,26680.02,16.7
ITEM000606,ORD00476,PROD0084,2,5006.32,29.01
ITEM000607,ORD00429,PROD0054,4,1549.15,11.21
ITEM000608,ORD00625,PROD0080,5,30018.45,36.61
ITEM000609,ORD00969,PROD0003,3,8406.3,31.27
ITEM000610,ORD00701,PROD0012,-3,30107.0,39.49
ITEM000611,ORD00399,PROD0071,5,42530.42,8.07
ITEM000612,ORD00378,PROD0093,2,46863.33,46.07
ITEM000613,ORD00331,PROD0017,3,1641.4,28.88
ITEM000614,ORD00471,PROD0032,5,12169.99,8.84
ITEM000615,ORD00473,PROD0065,1,41909.98,43.6
ITEM000616,ORD00931,PROD0021,2,48127.45,0.34
ITEM000617,ORD00034,PROD0088,4,49777.17,43.11
ITEM000618,ORD00073,PROD0054,3,26913.34,35.79
ITEM000619,ORD00622,PROD0083,5,21982.2,41.39
ITEM000620,ORD00062,PROD0038,4,36285.01,2.0
ITEM000621,ORD00410,PROD0092,5,22058.29,39.37
ITEM000622,ORD00107,PROD0019,3,29032.62,39.58
ITEM000623,ORD00740,PROD0022,3,17057.75,45.65
ITEM000624,ORD00815,PROD0062,2,16568.28,34.69
ITEM000625,ORD00470,PROD0091,4,37873.33,17.12
ITEM000626,ORD00706,PROD0057,3,35008.13,28.41
ITEM000627,ORD00609,PROD0005,2,14492.68,11.05
ITEM000628,ORD00380,PROD0073,3,15402.47,35.79
ITEM000629,ORD00582,PROD0082,3,22049.13,14.74
ITEM000630,ORD00762,PROD0089,2,14687.41,19.21
ITEM000631,ORD00653,PROD0030,1,29203.2,7.42
ITEM000632,ORD00013,PROD0034,3,37298.32,49.81
ITEM000633,ORD00416,PROD0062,5,48622.93,32.19
ITEM000634,ORD00602,PROD0065,3,18961.14,46.3
ITEM000635,ORD00664,PROD0022,5,24251.52,18.99
ITEM000636,ORD00685,PROD0009,3,10400.82,7.5
ITEM000637,ORD00624,PROD0100,1,17889.42,22.97
ITEM000638,ORD00935,PROD0082,1,42302.72,39.15
ITEM000639,ORD00537,PROD0030,2,1738.74,31.32
ITEM000640,ORD00975,PROD0043,5,27708.9,26.74
ITEM000641,ORD00760,PROD0069,1,2893.14,28.34
ITEM000642,ORD00254,PROD0032,3,9215.96,46.82
ITEM000643,ORD00879,PROD0032,2,22857.7,2.01
ITEM000644,ORD00624,PROD0035,5,37181.21,36.67
ITEM000645,ORD00940,PROD0009,2,3137.17,11.38
ITEM000646,ORD00600,PROD0098,5,5003.68,44.08
ITEM000647,ORD00053,PROD0041,1,5908.68,4.17
ITEM000648,ORD00203,PROD0013,5,29954.86,15.0
ITEM000649,ORD00010,PROD0075,4,5665.04,44.33
ITEM000650,ORD00797,PROD0083,2,31783.13,37.78
ITEM000651,ORD00001,PROD0033,4,24681.0,8.83
ITEM000652,ORD00520,PROD0062,5,32299.45,13.21
ITEM000653,ORD00545,PROD0032,3,28107.09,15.44
ITEM000654,ORD00451,PROD0015,2,16028.46,48.72
ITEM000655,ORD00482,PROD0064,2,38045.85,33.65
ITEM000656,ORD00097,PROD0057,3,26975.65,9.13
ITEM000657,ORD00798,PROD0014,2,25138.81,16.0
ITEM000658,ORD00544,PROD0061,1,46384.82,10.51
ITEM000659,ORD00689,PROD0020,3,38343.23,39.29
ITEM000660,ORD00873,PROD0021,5,16351.49,25.82
ITEM000661,ORD00486,PROD0084,5,39009.77,13.47
ITEM000662,ORD00956,PROD0034,4,41738.51,18.54
ITEM000663,ORD00314,PROD0043,3,15835.8,15.4
ITEM000664,ORD00577,PROD0051,-4,47005.37,2.77
ITEM000665,ORD00419,PROD0046,2,38375.73,0.97
ITEM000666,ORD00722,PROD0026,2,12870.87,41.63
ITEM000667,ORD00025,PROD0042,4,16351.69,28.0
ITEM000668,ORD00205,PROD0028,5,42834.53,5.34
ITEM000669,ORD00249,PROD0021,3,47080.56,29.65
ITEM000670,ORD00975,PROD0006,4,45453.48,24.35
ITEM000671,ORD00287,PROD0078,5,5161.85,31.98
ITEM000672,ORD00283,PROD0069,3,14283.34,23.59
ITEM000673,ORD00902,PROD0096,1,38784.62,20.69
ITEM000674,ORD00156,PROD0020,5,10079.72,4.4
ITEM000675,ORD00252,PROD0042,5,33068.47,27.83
ITEM000676,ORD00837,PROD0038,1,38518.3,43.54
ITEM000677,ORD00717,PROD0092,3,18125.36,38.64
ITEM000678,ORD00766,PROD0028,2,11461.35,18.11
ITEM000679,ORD00204,PROD0087,3,37407.75,1.16
ITEM000680,ORD00123,PROD0083,4,40322.63,39.9
ITEM000681,ORD00852,PROD0068,1,25661.86,0.81
ITEM000682,ORD00448,PROD0005,5,16420.79,26.94
ITEM000683,ORD00290,PROD0074,3,36748.25,28.27
ITEM000684,ORD00998,PROD0072,1,39949.69,42.31
ITEM000685,ORD00090,PROD0074,4,49648.19,37.6
ITEM000686,ORD00786,PROD0088,4,23339.19,44.47
ITEM000687,ORD00757,PROD0020,3,32427.21,16.99
ITEM000688,ORD00541,PROD0100,4,20133.16,14.69
ITEM000689,ORD00639,PROD0050,-1,16186.98,7.52
ITEM000690,ORD00877,PROD0029,5,16398.3,22.89
ITEM000691,ORD00682,PROD0026,5,44672.85,35.75
ITEM000692,ORD00591,PROD0020,2,10386.59,9.08
ITEM000693,ORD00027,PROD0069,5,2068.68,6.37
ITEM000694,ORD00357,PROD0009,3,46430.43,32.91
ITEM000695,ORD00207,PROD0039,2,13626.79,46.82
ITEM000696,ORD00223,PROD0099,-3,43894.12,47.22
ITEM000697,ORD00127,PROD0049,1,37222.72,37.0
ITEM000698,ORD00390,PROD0007,4,10012.02,38.55
ITEM000699,ORD00605,PROD0016,1,25384.5,28.92
ITEM000700,ORD00529,PROD0016,2,6105.88,24.46
ITEM000701,ORD00620,PROD0046,3,10595.34,4.54
ITEM000702,ORD00520,PROD0047,4,5688.42,22.85
ITEM000703,ORD00008,PROD0049,4,42888.9,17.73
ITEM000704,ORD00969,PROD0040,1,42405.63,15.03
ITEM000705,ORD00719,PROD0011,4,890.92,48.21
ITEM000706,ORD00748,PROD0083,3,42386.0,8.87
ITEM000707,ORD00010,PROD0017,5,34784.0,38.11
ITEM000708,ORD00063,PROD0077,2,33081.51,18.59
ITEM000709,ORD00425,PROD0021,4,46820.95,48.27
ITEM000710,ORD00760,PROD0086,2,46255.23,39.33
ITEM000711,ORD00031,PROD0064,2,31303.09,45.45
ITEM000712,ORD00272,PROD0080,-3,1388.92,1.42
ITEM000713,ORD00482,PROD0005,2,2420.32,18.85
ITEM000714,ORD00613,PROD0093,5,5095.75,17.43
ITEM000715,ORD00229,PROD0012,4,5709.29,23.78
ITEM000716,ORD00426,PROD0069,4,30203.23,31.84
ITEM000717,ORD00319,PROD0061,4,12917.39,16.14
ITEM000718,ORD00553,PROD0047,5,4910.27,24.64
ITEM000719,ORD00852,PROD0074,2,25785.23,40.27
ITEM000720,ORD00147,PROD0029,1,35891.68,14.11
ITEM000721,ORD00630,PROD0014,2,9312.88,32.97
ITEM000722,ORD00337,PROD0091,4,26043.85,28.86
ITEM000723,ORD00905,PROD0035,2,18801.06,7.26
ITEM000724,ORD00755,PROD0005,4,39730.32,48.98
ITEM000725,ORD00015,PROD0019,1,11967.68,19.84
ITEM000726,ORD00012,PROD0074,4,17260.7,31.44
ITEM000727,ORD00837,PROD0074,4,10820.33,31.07
ITEM000728,ORD00559,PROD0057,1,32807.48,25.72
ITEM000729,ORD00346,PROD0044,2,40368.73,24.37
ITEM000730,ORD00563,PROD0059,1,17184.51,25.95
ITEM000731,ORD00065,PROD0047,4,48241.2,6.31
ITEM000732,ORD00233,PROD0059,1,35663.5,6.31
ITEM000733,ORD00356,PROD0040,4,49217.15,4.15
ITEM000734,ORD00888,PROD0065,2,47068.36,49.93
ITEM000735,ORD00200,PROD0019,2,10013.99,37.23
ITEM000736,ORD00539,PROD0077,2,26575.02,2.35
ITEM000737,ORD00546,PROD0047,5,47363.46,26.54
ITEM000738,ORD00384,PROD0021,1,31781.88,42.95
ITEM000739,ORD00232,PROD0097,2,47761.01,21.2
ITEM000740,ORD00208,PROD0036,1,47450.07,14.82
ITEM000741,ORD00923,PROD0067,4,23453.41,6.81
ITEM000742,ORD00961,PROD0039,1,35446.22,33.41
ITEM000743,ORD00214,PROD0094,5,3434.06,37.76
ITEM000744,ORD00144,PROD0019,4,38253.19,40.35
ITEM000745,ORD00974,PROD0032,4,32339.62,19.55
ITEM000746,ORD00199,PROD0032,3,48171.53,13.81
ITEM000747,ORD00915,PROD0052,1,29337.89,33.62
ITEM000748,ORD00211,PROD0057,2,38053.17,0.54
ITEM000749,ORD00121,PROD0067,3,38605.74,29.92
ITEM000750,ORD00238,PROD0085,4,6330.74,37.15
ITEM000751,ORD00466,PROD0020,1,37737.09,36.0
ITEM000752,ORD00897,PROD0035,1,44566.73,5.64
ITEM000753,ORD00478,PROD0055,5,35517.06,43.28
ITEM000754,ORD00499,PROD0098,3,5242.2,49.88
ITEM000755,ORD00618,PROD0077,3,42513.27,24.73
ITEM000756,ORD00719,PROD0056,4,5348.99,38.5
ITEM000757,ORD00863,PROD0093,3,32049.24,16.44
ITEM000758,ORD00683,PROD0033,3,5146.44,40.3
ITEM000759,ORD00249,PROD0075,4,21744.97,13.29
ITEM000760,ORD00800,PROD0091,4,41886.86,18.79
ITEM000761,ORD00532,PROD0086,4,5479.1,41.91
ITEM000762,ORD00659,PROD0013,5,48339.81,11.93
ITEM000763,ORD00595,PROD0087,5,19747.88,37.22
ITEM000764,ORD00356,PROD0083,4,28709.91,26.14
ITEM000765,ORD00963,PROD0052,4,1379.46,28.35
ITEM000766,ORD00025,PROD0081,3,46041.42,40.09
ITEM000767,ORD00747,PROD0059,3,34182.28,17.62
ITEM000768,ORD00989,PROD0032,3,2485.18,22.91
ITEM000769,ORD00651,PROD0034,2,38563.36,27.36
ITEM000770,ORD00330,PROD0095,4,39070.31,8.6
ITEM000771,ORD00512,PROD0012,3,26957.91,40.26
ITEM000772,ORD00990,PROD0030,3,5154.78,36.1
ITEM000773,ORD00655,PROD0052,3,32009.8,37.83
ITEM000774,ORD00208,PROD0034,4,40314.29,44.79
ITEM000775,ORD00773,PROD0021,2,5662.88,29.09
ITEM000776,ORD00931,PROD0065,5,28040.07,8.9
ITEM000777,ORD00634,PROD0090,1,4618.06,29.9
ITEM000778,ORD00898,PROD0085,4,7373.7,17.01
ITEM000779,ORD00363,PROD0051,2,5270.94,47.8
ITEM000780,ORD00835,PROD0038,5,4202.36,49.97
ITEM000781,ORD00454,PROD0006,2,33409.31,13.69
ITEM000782,ORD00507,PROD0029,2,11369.05,32.39
ITEM000783,ORD00222,PROD0019,1,48233.07,42.88
ITEM000784,ORD00495,PROD0057,4,49918.79,9.61
ITEM000785,ORD00191,PROD0067,5,28815.3,45.12
ITEM000786,ORD00397,PROD0096,3,49097.62,40.17
ITEM000787,ORD00270,PROD0056,3,46282.74,11.74
ITEM000788,ORD00554,PROD0046,1,6811.19,43.0
ITEM000789,ORD00720,PROD0032,5,4921.41,45.87
ITEM000790,ORD00520,PROD0091,4,5329.9,41.31
ITEM000791,ORD00234,PROD0093,3,32283.8,27.7
ITEM000792,ORD00230,PROD0060,3,2754.75,30.94
ITEM000793,ORD00510,PROD0076,4,49789.85,1.11
ITEM000794,ORD00460,PROD0072,1,23883.66,35.32
ITEM000795,ORD00066,PROD0088,3,35971.55,28.49
ITEM000796,ORD00971,PROD0094,1,24591.41,35.21
ITEM000797,ORD00966,PROD0018,4,22660.37,26.92
ITEM000798,ORD00691,PROD0039,3,39940.98,25.4
ITEM000799,ORD00417,PROD0019,5,29384.94,43.14
ITEM000800,ORD00995,PROD0079,1,17981.64,5.98
ITEM000801,ORD00073,PROD0079,1,36545.98,36.63
ITEM000802,ORD00255,PROD0077,2,1571.43,46.44
ITEM000803,ORD00747,PROD0016,3,47312.74,28.7
ITEM000804,ORD00972,PROD0088,4,19126.41,23.72
ITEM000805,ORD00868,PROD0044,2,17822.33,35.36
ITEM000806,ORD00901,PROD0033,4,13099.23,10.03
ITEM000807,ORD00360,PROD0083,1,37615.59,26.19
ITEM000808,ORD00021,PROD0078,1,3051.4,18.66
ITEM000809,ORD00173,PROD0001,-5,16410.3,15.31
ITEM000810,ORD00820,PROD0073,5,3562.52,8.62
ITEM000811,ORD00652,PROD0080,4,10996.86,17.26
ITEM000812,ORD00894,PROD0088,2,28741.85,44.57
ITEM000813,ORD00724,PROD0099,2,40736.64,22.26
ITEM000814,ORD00638,PROD0005,5,39703.01,6.01
ITEM000815,ORD00957,PROD0040,3,34183.3,29.51
ITEM000816,ORD00172,PROD0013,4,7847.11,30.66
ITEM000817,ORD00346,PROD0059,5,39224.73,47.2
ITEM000818,ORD00685,PROD0071,1,18348.11,11.97
ITEM000819,ORD00838,PROD0063,2,2175.36,2.93
ITEM000820,ORD00944,PROD0062,5,26040.21,33.18
ITEM000821,ORD00329,PROD0068,5,26643.09,19.71
ITEM000822,ORD00560,PROD0083,2,6860.24,38.18
ITEM000823,ORD00300,PROD0081,4,18915.64,24.52
ITEM000824,ORD00504,PROD0014,3,30522.2,15.29
ITEM000825,ORD00806,PROD0099,3,34975.19,26.38
ITEM000826,ORD00043,PROD0025,1,29414.75,45.01
ITEM000827,ORD00556,PROD0023,3,26761.18,2.36
ITEM000828,ORD00311,PROD0050,2,26934.41,41.19
ITEM000829,ORD00701,PROD0056,5,8996.68,18.54
ITEM000830,ORD00716,PROD0006,2,47503.22,44.62
ITEM000831,ORD00730,PROD0041,1,24814.23,28.56
ITEM000832,ORD00628,PROD0002,1,10380.89,34.47
ITEM000833,ORD00947,PROD0038,1,33013.75,45.76
ITEM000834,ORD00339,PROD0023,4,18652.01,41.89
ITEM000835,ORD00046,PROD0020,2,31126.01,12.91
ITEM000836,ORD00945,PROD0055,5,45114.18,15.49
ITEM000837,ORD00963,PROD0084,3,610.35,41.18
ITEM000838,ORD00387,PROD0036,2,24462.0,30.01
ITEM000839,ORD00642,PROD0089,4,38379.62,6.44
ITEM000840,ORD00707,PROD0029,1,5852.39,45.11
ITEM000841,ORD00501,PROD0009,2,8451.6,37.0
ITEM000842,ORD00979,PROD0088,4,14393.3,42.78
ITEM000843,ORD00268,PROD0014,1,44291.42,10.11
ITEM000844,ORD00089,PROD0072,4,25959.46,1.78
ITEM000845,ORD00491,PROD0014,1,41671.43,9.22
ITEM000846,ORD00781,PROD0089,1,30804.51,21.91
ITEM000847,ORD00147,PROD0057,5,33177.55,25.18
ITEM000848,ORD00998,PROD0025,2,2283.52,0.71
ITEM000849,ORD00157,PROD0044,3,17570.85,10.03
ITEM000850,ORD00660,PROD0008,4,47346.38,25.28
ITEM000851,ORD00231,PROD0024,2,36086.94,1.27
ITEM000852,ORD00452,PROD0009,2,14461.55,8.05
ITEM000853,ORD00561,PROD0041,1,3350.05,25.9
ITEM000854,ORD00018,PROD0080,2,16150.65,1.92
ITEM000855,ORD00924,PROD0014,-2,270.71,2.92
ITEM000856,ORD00397,PROD0099,5,11303.45,31.41
ITEM000857,ORD00578,PROD0070,-1,41217.52,23.82
ITEM000858,ORD00586,PROD0083,4,30840.85,22.48
ITEM000859,ORD00767,PROD0031,4,17322.8,49.4
ITEM000860,ORD00466,PROD0062,2,43984.27,11.19
ITEM000861,ORD00294,PROD0082,2,19483.74,12.86
ITEM000862,ORD00165,PROD0048,1,15062.9,2.13
ITEM000863,ORD00421,PROD0091,5,49375.72,6.25
ITEM000864,ORD00642,PROD0046,2,21114.92,20.89
ITEM000865,ORD00752,PROD0058,4,23229.51,16.89
ITEM000866,ORD00682,PROD0052,2,10375.16,10.85
ITEM000867,ORD00196,PROD0073,2,36492.41,39.21
ITEM000868,ORD00373,PROD0060,5,39624.71,18.74
ITEM000869,ORD00315,PROD0028,4,5521.64,32.61
ITEM000870,ORD00308,PROD0100,5,10050.55,16.88
ITEM000871,ORD00912,PROD0021,4,21646.01,47.16
ITEM000872,ORD00025,PROD0089,2,33382.98,13.67
ITEM000873,ORD00764,PROD0088,5,32097.78,28.75
ITEM000874,ORD00821,PROD0026,2,23482.13,43.4
ITEM000875,ORD00134,PROD0098,4,46657.71,30.62
ITEM000876,ORD00753,PROD0081,1,39369.42,4.29
ITEM000877,ORD00009,PROD0007,3,15733.36,45.09
ITEM000878,ORD00208,PROD0096,2,15447.34,3.3
ITEM000879,ORD00639,PROD0041,5,22386.19,16.93
ITEM000880,ORD00180,PROD0038,3,28138.19,45.04
ITEM000881,ORD00156,PROD0021,4,45520.55,20.48
ITEM000882,ORD00576,PROD0071,4,14133.61,42.4
ITEM000883,ORD00256,PROD0015,2,4943.74,1.97
ITEM000884,ORD00902,PROD0049,4,8605.85,1.0
ITEM000885,ORD00705,PROD0047,4,9173.5,44.7
ITEM000886,ORD00994,PROD0063,5,17054.85,4.25
ITEM000887,ORD00379,PROD0009,2,15075.22,19.68
ITEM000888,ORD00154,PROD0015,2,16102.86,35.57
ITEM000889,ORD00972,PROD0011,3,39985.95,0.8
ITEM000890,ORD00913,PROD0076,4,18324.28,12.64
ITEM000891,ORD00526,PROD0036,5,1269.87,15.93
ITEM000892,ORD00171,PROD0007,2,13229.36,49.81
ITEM000893,ORD00346,PROD0006,3,38012.28,22.9
ITEM000894,ORD00083,PROD0043,5,43614.8,46.33
ITEM000895,ORD00011,PROD0095,-5,19095.49,45.23
ITEM000896,ORD00390,PROD0050,1,13587.16,18.76
ITEM000897,ORD00376,PROD0066,4,17172.22,47.15
ITEM000898,ORD00737,PROD0034,5,14153.89,4.17
ITEM000899,ORD00461,PROD0086,1,45675.75,43.07
ITEM000900,ORD00918,PROD0015,1,40330.71,5.35
ITEM000901,ORD00077,PROD0023,3,28638.25,11.85
ITEM000902,ORD00090,PROD0010,1,36851.53,17.06
ITEM000903,ORD00931,PROD0080,1,31343.71,43.57
ITEM000904,ORD00472,PROD0081,3,5381.05,6.1
ITEM000905,ORD00722,PROD0018,2,46335.44,9.28
ITEM000906,ORD00736,PROD0012,1,34311.49,10.51
ITEM000907,ORD00735,PROD0011,4,26513.74,23.8
ITEM000908,ORD00203,PROD0091,4,9384.64,14.4
ITEM000909,ORD00693,PROD0076,1,25428.46,3.98
ITEM000910,ORD00998,PROD0026,3,27145.72,48.64
ITEM000911,ORD00717,PROD0016,1,42445.95,37.81
ITEM000912,ORD00234,PROD0021,4,29656.18,30.08
ITEM000913,ORD00519,PROD0082,3,12622.39,17.24
ITEM000914,ORD00247,PROD0068,1,48410.14,12.58
ITEM000915,ORD00773,PROD0021,1,24746.76,45.13
ITEM000916,ORD00062,PROD0080,4,38245.25,35.81
ITEM000917,ORD00013,PROD0096,1,38592.17,45.72
ITEM000918,ORD00715,PROD0088,5,3387.35,13.12
ITEM000919,ORD00860,PROD0041,4,40567.17,18.52
ITEM000920,ORD00308,PROD0098,4,49954.96,9.51
ITEM000921,ORD00602,PROD0022,1,20545.65,44.0
ITEM000922,ORD00333,PROD0052,4,23273.19,7.63
ITEM000923,ORD00756,PROD0097,4,1321.54,6.97
ITEM000924,ORD00325,PROD0049,2,796.11,39.57
ITEM000925,ORD00678,PROD0023,2,9277.09,4.74
ITEM000926,ORD00401,PROD0061,2,9968.05,24.87
ITEM000927,ORD00163,PROD0039,5,9578.31,30.34
ITEM000928,ORD00512,PROD0056,4,8075.05,48.45
ITEM000929,ORD00062,PROD0046,1,16231.8,23.84
