transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,total_sales,promotion_id,promotion_type,holiday_season,season,weekend
631876,2021-11-19 11:15:30,182,5962,1,275.12,0.27,Credit Card,Location B,20,Thursday,13,8,2535.64,781,Buy One Get One Free,No,Spring,Yes
665812,2020-09-01 21:29:14,183,5721,8,928.48,0.32,Debit Card,Location C,20,Saturday,17,8,9906.3,365,Flash Sale,No,Spring,No
395957,2020-11-21 17:36:29,184,2848,4,81.25,0.29,Mobile Payment,Location D,17,Tuesday,30,1,5625.28,425,20% Off,Yes,Fall,Yes
791474,2020-02-25 19:59:23,185,2896,5,198.41,0.04,Debit Card,Location D,1,Wednesday,13,9,660.64,778,Buy One Get One Free,Yes,Summer,Yes
818380,2021-09-02 01:08:07,186,5936,3,5.19,0.37,Cash,Location B,2,Friday,39,12,6291.77,802,Buy One Get One Free,No,Spring,Yes
501872,2021-05-02 00:39:16,187,1310,9,333.78,0.2,Credit Card,Location B,12,Tuesday,35,7,2485.11,778,Flash Sale,No,Winter,Yes
993100,2020-09-13 07:05:59,188,9502,1,286.14,0.14,Cash,Location D,6,Wednesday,43,8,3282.51,73,Buy One Get One Free,Yes,Spring,Yes
392269,2021-03-08 02:32:29,189,4429,1,81.23,0.2,Credit Card,Location B,4,Sunday,19,7,662.32,904,20% Off,Yes,Fall,No
662868,2020-02-04 01:38:30,190,92,4,650.31,0.42,Cash,Location C,2,Sunday,11,10,4543.19,972,20% Off,Yes,Winter,Yes
647986,2020-06-23 18:56:25,191,2021,9,571.09,0.08,Mobile Payment,Location B,23,Tuesday,11,4,9926.1,526,Flash Sale,No,Summer,Yes
754850,2020-10-02 06:48:24,192,1674,5,588.44,0.38,Debit Card,Location A,10,Wednesday,32,2,8543.38,701,Buy One Get One Free,Yes,Fall,No
33280,2021-07-28 23:30:51,193,3582,6,127.63,0.21,Credit Card,Location A,12,Wednesday,30,4,8571.14,591,20% Off,Yes,Spring,Yes
235333,2021-06-19 23:35:54,194,946,6,313.98,0.2,Debit Card,Location D,1,Friday,13,1,9032.46,584,Flash Sale,No,Summer,Yes
764589,2020-10-06 01:21:11,195,7345,7,287.94,0.05,Cash,Location A,21,Friday,2,11,4980.79,527,Flash Sale,Yes,Winter,No
389043,2020-12-27 00:17:07,196,5850,7,822.97,0.15,Mobile Payment,Location D,21,Saturday,18,10,7366.97,688,20% Off,No,Spring,Yes
640279,2020-04-17 09:47:06,197,8171,2,243.76,0.42,Debit Card,Location D,7,Tuesday,42,4,570.25,548,Buy One Get One Free,Yes,Winter,Yes
463807,2020-02-01 21:39:14,198,9526,1,832.98,0.11,Credit Card,Location B,19,Sunday,4,5,4964.32,976,20% Off,Yes,Spring,Yes
509005,2021-02-01 16:21:03,199,9284,5,780.72,0.24,Credit Card,Location B,6,Monday,14,6,7573.35,663,Flash Sale,Yes,Summer,Yes
696410,2020-11-11 06:18:02,200,4839,2,609.48,0.06,Cash,Location B,7,Monday,50,9,7371.0,979,Flash Sale,Yes,Spring,Yes
118539,2020-10-30 15:47:05,201,4508,6,214.76,0.05,Credit Card,Location A,5,Sunday,36,6,6338.99,460,Flash Sale,Yes,Spring,Yes
435739,2020-11-22 07:08:57,202,7027,8,885.17,0.41,Debit Card,Location D,20,Saturday,41,4,2501.71,191,Flash Sale,Yes,Fall,Yes
655699,2021-06-25 05:36:18,203,5138,6,730.94,0.1,Credit Card,Location D,19,Friday,40,7,2252.41,301,20% Off,Yes,Fall,Yes
224923,2020-07-26 23:03:20,204,7685,7,829.38,0.41,Cash,Location A,8,Tuesday,10,8,6085.99,212,20% Off,No,Spring,No
946759,2020-03-26 21:25:43,205,4171,2,616.27,0.1,Mobile Payment,Location A,5,Sunday,1,3,6175.9,600,Flash Sale,Yes,Summer,No
137888,2020-09-26 03:42:51,206,6568,6,618.72,0.34,Mobile Payment,Location C,23,Saturday,26,12,8470.81,615,20% Off,Yes,Winter,Yes
720448,2021-09-17 22:57:43,207,9202,8,393.25,0.26,Cash,Location A,0,Wednesday,43,7,9346.77,32,Buy One Get One Free,No,Summer,No
696296,2021-12-03 00:44:30,208,7985,1,457.81,0.43,Credit Card,Location C,20,Sunday,42,10,458.86,149,Buy One Get One Free,No,Summer,Yes
40939,2020-04-27 04:43:03,209,2610,1,621.68,0.09,Debit Card,Location B,10,Wednesday,51,8,2621.44,230,Buy One Get One Free,Yes,Summer,No
638730,2021-05-25 03:53:21,210,6672,1,377.38,0.02,Mobile Payment,Location B,8,Friday,21,1,1040.39,221,20% Off,No,Summer,Yes
627102,2021-07-30 11:57:44,211,560,5,698.63,0.16,Credit Card,Location D,18,Tuesday,50,11,3484.43,776,20% Off,Yes,Winter,No
236595,2021-03-31 12:43:15,212,9059,2,782.19,0.1,Debit Card,Location D,9,Saturday,36,8,8483.15,332,20% Off,No,Fall,No
126422,2021-02-15 18:25:05,213,135,1,16.61,0.13,Cash,Location D,6,Thursday,10,5,1268.23,250,Buy One Get One Free,Yes,Spring,Yes
551630,2021-04-09 14:38:38,214,3423,5,743.48,0.35,Debit Card,Location D,17,Tuesday,3,10,6219.51,238,Buy One Get One Free,No,Spring,No
452908,2021-02-21 11:13:33,215,3897,6,750.99,0.34,Cash,Location A,10,Sunday,46,6,2550.81,232,Buy One Get One Free,Yes,Summer,No
342057,2021-01-01 04:30:58,216,6597,6,259.45,0.18,Debit Card,Location A,3,Monday,1,5,6275.02,10,Flash Sale,No,Summer,Yes
514232,2021-05-15 10:40:04,217,8961,1,863.39,0.01,Mobile Payment,Location C,11,Monday,16,8,9053.95,116,Flash Sale,No,Spring,Yes
446125,2020-06-11 19:46:52,218,3308,2,36.47,0.29,Cash,Location D,21,Sunday,39,12,8008.36,942,20% Off,Yes,Winter,No
975362,2020-03-02 16:35:39,219,7850,3,732.03,0.1,Cash,Location D,1,Tuesday,5,5,1253.98,886,Flash Sale,No,Winter,No
905505,2020-10-17 20:47:11,220,2545,1,148.37,0.42,Debit Card,Location C,3,Wednesday,46,8,4066.06,606,Buy One Get One Free,No,Fall,No
694826,2020-02-05 20:07:15,221,7883,7,891.1,0.31,Mobile Payment,Location C,1,Thursday,11,8,2998.3,126,Flash Sale,Yes,Fall,No
647246,2021-04-13 09:04:20,222,3937,9,105.16,0.35,Credit Card,Location C,20,Thursday,46,5,9397.1,543,20% Off,No,Winter,Yes
427257,2021-07-24 21:11:51,223,4089,7,425.95,0.4,Credit Card,Location D,4,Tuesday,44,11,1677.02,541,20% Off,Yes,Spring,Yes
542446,2020-06-19 02:23:51,224,2436,6,65.09,0.16,Mobile Payment,Location A,9,Friday,12,9,5982.89,494,Buy One Get One Free,No,Spring,No
263329,2020-02-19 04:15:06,225,9708,1,841.1,0.36,Cash,Location A,1,Sunday,13,8,7566.9,816,Buy One Get One Free,No,Winter,Yes
452113,2021-09-30 23:04:30,226,8268,7,269.37,0.44,Mobile Payment,Location C,14,Thursday,42,3,825.92,450,Flash Sale,No,Summer,No
783950,2020-01-14 04:40:49,227,5237,6,159.48,0.45,Debit Card,Location C,18,Sunday,21,6,7108.17,373,20% Off,No,Winter,Yes
649951,2021-11-12 09:44:30,228,8582,9,226.58,0.3,Cash,Location C,19,Tuesday,3,1,2314.17,133,20% Off,No,Winter,Yes
530269,2020-06-24 14:36:40,229,532,8,329.15,0.43,Cash,Location D,15,Thursday,17,5,2736.64,23,Flash Sale,No,Spring,No
435914,2021-03-19 22:42:10,230,554,6,344.76,0.34,Cash,Location B,4,Monday,32,3,9914.05,748,Buy One Get One Free,Yes,Fall,No
997715,2021-04-06 16:21:51,231,1966,4,719.29,0.15,Credit Card,Location B,7,Tuesday,40,4,5966.31,785,20% Off,No,Summer,No
827128,2020-07-29 17:11:24,232,1162,2,621.48,0.27,Credit Card,Location B,0,Tuesday,43,5,3479.3,312,Flash Sale,No,Winter,No
722771,2021-07-08 12:21:44,233,578,4,271.03,0.16,Mobile Payment,Location B,2,Friday,41,5,8430.99,867,Buy One Get One Free,Yes,Fall,Yes
61634,2020-04-07 23:05:20,234,5390,6,146.33,0.14,Cash,Location D,1,Friday,6,7,9479.33,266,Flash Sale,Yes,Summer,No
884705,2020-07-16 22:02:11,235,9282,3,579.27,0.09,Cash,Location A,19,Monday,49,4,493.16,728,20% Off,Yes,Fall,No
24443,2020-06-20 23:35:10,236,8940,3,814.03,0.34,Credit Card,Location A,16,Wednesday,11,4,7997.34,997,20% Off,No,Winter,Yes
877098,2020-06-20 17:28:48,237,82,2,304.64,0.44,Credit Card,Location A,5,Tuesday,16,2,6889.56,445,Flash Sale,Yes,Summer,No
945172,2020-02-21 02:20:42,238,2244,3,409.41,0.0,Cash,Location C,7,Thursday,16,12,6675.46,178,Buy One Get One Free,No,Fall,No
561067,2021-09-03 22:22:48,239,188,7,430.71,0.36,Debit Card,Location A,6,Monday,43,2,6032.57,318,20% Off,Yes,Fall,No
854269,2021-12-21 01:04:31,240,5559,2,421.06,0.31,Mobile Payment,Location D,5,Wednesday,38,6,9642.67,959,Buy One Get One Free,Yes,Winter,No
275586,2020-09-09 17:16:58,241,991,9,509.28,0.27,Mobile Payment,Location A,20,Saturday,36,10,5593.24,202,20% Off,Yes,Spring,No
408630,2020-06-01 15:10:07,242,6072,1,522.48,0.44,Cash,Location A,0,Saturday,51,10,7275.15,288,Buy One Get One Free,Yes,Spring,Yes
727750,2020-02-05 00:03:36,243,6796,8,461.46,0.01,Mobile Payment,Location A,5,Tuesday,23,1,9307.17,283,Buy One Get One Free,Yes,Winter,No
306139,2021-04-01 13:54:29,244,8382,3,827.04,0.23,Cash,Location C,13,Thursday,12,8,9658.84,156,Buy One Get One Free,Yes,Fall,Yes
349434,2021-06-17 00:13:10,245,2168,2,36.23,0.32,Debit Card,Location C,22,Wednesday,2,11,9913.35,518,Buy One Get One Free,No,Summer,No
93687,2021-10-27 08:19:41,246,8544,8,114.02,0.18,Debit Card,Location A,7,Monday,35,8,1569.3,532,20% Off,Yes,Summer,No
668799,2020-01-16 23:01:04,247,5454,1,102.55,0.32,Credit Card,Location A,12,Monday,33,1,761.6,389,Buy One Get One Free,Yes,Fall,No
598910,2020-03-07 10:08:08,248,3024,6,662.94,0.19,Credit Card,Location B,3,Thursday,49,6,6283.47,36,Flash Sale,Yes,Summer,Yes
379041,2020-10-31 03:34:09,249,4672,5,424.69,0.37,Mobile Payment,Location B,16,Tuesday,33,3,4312.48,509,20% Off,No,Spring,Yes
852306,2021-10-28 04:55:04,250,9608,5,781.68,0.48,Mobile Payment,Location C,17,Tuesday,35,4,8759.34,273,Buy One Get One Free,No,Winter,No
894852,2021-03-10 18:01:53,251,5335,4,26.79,0.4,Mobile Payment,Location A,8,Tuesday,13,11,8821.45,647,Flash Sale,Yes,Spring,No
199101,2021-12-09 16:30:40,252,4736,1,11.91,0.07,Mobile Payment,Location C,18,Sunday,3,12,4468.13,202,Flash Sale,No,Spring,Yes
945904,2021-01-31 22:37:28,253,2218,1,642.92,0.1,Debit Card,Location A,4,Monday,8,8,5532.35,839,20% Off,No,Fall,No
977757,2021-01-09 14:16:45,254,140,8,955.07,0.3,Credit Card,Location B,2,Sunday,43,10,9828.74,439,Flash Sale,Yes,Spring,Yes
922548,2021-04-03 22:41:32,255,9343,5,580.52,0.26,Cash,Location B,8,Wednesday,29,7,7763.97,469,20% Off,Yes,Winter,No
620508,2020-04-23 11:57:06,256,8296,6,212.08,0.44,Mobile Payment,Location C,23,Saturday,19,5,5093.91,187,Flash Sale,Yes,Fall,No
355616,2020-10-08 03:17:19,257,5139,9,698.91,0.41,Credit Card,Location D,9,Monday,48,11,1254.2,921,20% Off,No,Spring,No
185609,2020-02-27 14:39:48,258,8225,5,412.63,0.36,Cash,Location B,17,Friday,6,5,1485.05,898,20% Off,Yes,Spring,Yes
922073,2021-01-30 17:40:16,259,2355,7,758.04,0.22,Mobile Payment,Location C,13,Sunday,13,5,263.15,656,Buy One Get One Free,Yes,Fall,Yes
430896,2020-04-14 00:00:57,260,9738,6,264.1,0.41,Credit Card,Location C,21,Thursday,32,8,5845.49,232,20% Off,No,Spring,No
391241,2020-08-19 23:52:38,261,1819,3,924.59,0.32,Mobile Payment,Location C,20,Saturday,13,2,4505.88,407,Flash Sale,No,Spring,No
383871,2020-05-06 16:51:23,262,5337,7,316.94,0.07,Debit Card,Location D,12,Saturday,52,9,4422.4,473,20% Off,Yes,Summer,Yes
767655,2020-12-06 02:42:20,263,7534,3,904.0,0.32,Debit Card,Location D,11,Friday,51,11,7852.44,569,20% Off,Yes,Fall,Yes
495081,2020-03-30 10:04:38,264,6083,3,280.82,0.14,Mobile Payment,Location C,21,Tuesday,37,6,3556.08,432,Flash Sale,No,Winter,Yes
575429,2020-10-16 02:44:43,265,1612,1,428.76,0.02,Credit Card,Location C,21,Tuesday,18,8,3522.13,9,Buy One Get One Free,Yes,Winter,Yes
39323,2020-05-03 01:43:27,266,4375,9,941.85,0.03,Cash,Location A,11,Friday,16,7,3086.19,635,Flash Sale,Yes,Summer,Yes
969073,2020-11-19 20:51:08,267,674,2,771.04,0.2,Cash,Location C,0,Tuesday,7,6,2817.32,972,Buy One Get One Free,No,Winter,Yes
45668,2020-08-23 07:44:19,268,3066,9,926.24,0.17,Credit Card,Location B,22,Monday,12,5,9126.07,353,Flash Sale,Yes,Winter,No
560850,2021-11-05 05:04:04,269,9622,5,179.22,0.28,Debit Card,Location A,22,Sunday,49,1,5927.58,258,Flash Sale,No,Winter,No
931646,2021-08-06 23:45:17,270,1197,1,654.35,0.34,Credit Card,Location A,2,Sunday,40,3,4217.94,546,Flash Sale,No,Winter,Yes
761887,2021-03-11 11:36:54,271,4039,3,832.43,0.32,Mobile Payment,Location B,21,Friday,52,12,2310.93,897,20% Off,Yes,Summer,Yes
655988,2021-10-19 03:05:16,272,108,1,552.57,0.17,Debit Card,Location D,1,Wednesday,12,10,7958.52,100,Buy One Get One Free,Yes,Fall,Yes
568547,2021-10-28 03:35:35,273,2416,2,549.24,0.08,Cash,Location B,8,Thursday,2,6,8740.47,353,Flash Sale,No,Fall,Yes
481654,2021-02-09 10:46:58,274,8171,5,87.02,0.44,Mobile Payment,Location D,20,Sunday,20,2,7218.09,290,20% Off,No,Summer,Yes
56139,2021-10-08 13:20:16,275,2579,9,41.84,0.05,Credit Card,Location C,5,Thursday,35,6,4123.48,780,20% Off,No,Fall,No
143722,2020-07-12 18:14:02,276,5450,2,861.79,0.42,Mobile Payment,Location B,13,Friday,39,12,9033.06,612,Flash Sale,Yes,Winter,Yes
482994,2020-12-21 10:03:34,277,5262,1,600.66,0.01,Mobile Payment,Location D,17,Friday,41,6,6608.47,30,Buy One Get One Free,No,Winter,Yes
561782,2021-07-30 20:11:17,278,597,5,678.6,0.44,Mobile Payment,Location A,20,Friday,1,11,996.83,736,20% Off,No,Fall,Yes
759609,2020-12-09 04:29:22,279,7691,8,124.21,0.21,Credit Card,Location C,4,Tuesday,30,3,5849.2,173,20% Off,No,Summer,No
745652,2020-10-11 01:16:30,280,5823,5,555.02,0.46,Mobile Payment,Location D,2,Friday,50,3,1025.5,959,20% Off,Yes,Summer,Yes
598338,2021-06-27 21:20:31,281,5843,1,67.91,0.49,Debit Card,Location A,9,Friday,7,7,5341.16,926,20% Off,Yes,Summer,Yes
699372,2020-07-14 11:43:45,282,8731,1,487.3,0.45,Debit Card,Location C,23,Wednesday,6,7,6275.95,330,20% Off,No,Winter,Yes
384922,2021-07-21 01:41:27,283,2613,9,364.87,0.31,Credit Card,Location B,4,Sunday,17,8,114.0,535,Flash Sale,No,Winter,No
520158,2021-02-18 21:14:59,284,1506,8,284.73,0.24,Debit Card,Location B,0,Thursday,20,4,5832.52,124,Buy One Get One Free,Yes,Spring,No
783852,2020-08-03 11:42:18,285,9727,9,939.68,0.32,Credit Card,Location C,0,Friday,18,3,9749.48,75,20% Off,No,Winter,Yes
17591,2021-05-24 06:17:29,286,7908,1,122.65,0.02,Mobile Payment,Location D,14,Wednesday,34,7,6464.91,352,Buy One Get One Free,Yes,Fall,Yes
418363,2020-05-27 23:35:05,287,74,5,892.36,0.42,Debit Card,Location C,5,Wednesday,34,12,5625.27,933,Flash Sale,Yes,Summer,No
32060,2020-06-29 05:51:58,288,8115,4,403.26,0.49,Mobile Payment,Location A,2,Thursday,1,5,5032.97,33,20% Off,Yes,Spring,Yes
183557,2020-12-28 10:00:54,289,3286,4,853.26,0.28,Cash,Location C,19,Sunday,40,3,4147.08,197,Flash Sale,No,Spring,No
780303,2020-06-30 20:22:40,290,4552,6,897.38,0.49,Credit Card,Location B,0,Monday,13,6,2902.15,868,20% Off,No,Spring,Yes
46118,2021-06-01 03:45:52,291,667,4,603.03,0.37,Mobile Payment,Location A,21,Tuesday,29,5,259.88,178,20% Off,No,Spring,Yes
354607,2021-10-08 16:23:08,292,4061,3,919.27,0.07,Credit Card,Location C,14,Sunday,1,11,3789.38,644,20% Off,No,Winter,No
253202,2021-06-09 04:06:06,293,6265,4,620.24,0.08,Debit Card,Location C,5,Thursday,32,2,2383.19,893,Flash Sale,Yes,Fall,No
891040,2021-03-31 05:12:24,294,4858,1,273.44,0.15,Debit Card,Location B,18,Tuesday,45,6,6529.58,863,Buy One Get One Free,No,Summer,Yes
222999,2020-09-04 04:55:41,295,7971,8,739.4,0.44,Mobile Payment,Location D,12,Tuesday,36,3,8777.71,46,Flash Sale,No,Fall,Yes
293578,2020-12-06 12:00:50,296,8494,9,421.95,0.18,Mobile Payment,Location B,15,Friday,9,11,6871.79,271,20% Off,No,Fall,No
165644,2021-07-09 12:57:01,297,7361,3,183.66,0.15,Debit Card,Location D,21,Friday,16,6,6386.04,351,20% Off,No,Summer,No
262999,2020-10-08 12:04:59,298,9685,8,173.79,0.11,Credit Card,Location D,21,Sunday,33,7,9147.21,836,Flash Sale,No,Spring,Yes
580282,2020-01-17 19:08:21,299,9854,8,332.09,0.19,Credit Card,Location D,5,Wednesday,20,2,7792.93,397,Buy One Get One Free,No,Winter,Yes
280159,2020-09-28 17:32:17,300,1688,7,594.14,0.31,Credit Card,Location B,15,Tuesday,34,1,1869.47,82,20% Off,Yes,Summer,Yes
279000,2020-03-08 01:53:48,301,1928,8,279.34,0.2,Mobile Payment,Location C,7,Tuesday,45,8,6264.52,426,Flash Sale,No,Summer,Yes
930470,2021-09-20 11:27:01,302,7825,8,790.54,0.08,Debit Card,Location C,2,Tuesday,50,8,664.44,915,Flash Sale,Yes,Fall,No
976431,2020-07-10 03:39:46,303,2855,9,505.96,0.13,Cash,Location B,19,Saturday,49,11,6453.57,878,Flash Sale,No,Winter,No
524926,2020-07-15 21:42:28,304,422,6,593.8,0.33,Credit Card,Location C,0,Thursday,33,1,5408.16,796,Flash Sale,Yes,Fall,Yes
949420,2020-07-04 15:55:46,305,606,6,897.0,0.2,Cash,Location D,1,Wednesday,25,7,5048.54,748,20% Off,Yes,Winter,Yes
370556,2020-05-24 03:04:48,306,6616,2,194.07,0.09,Mobile Payment,Location C,20,Tuesday,8,7,4425.25,396,Flash Sale,No,Fall,Yes
419952,2021-07-17 20:21:24,307,7605,4,664.87,0.11,Debit Card,Location A,18,Friday,5,12,571.9,686,Flash Sale,No,Winter,Yes
203261,2020-04-14 07:20:09,308,3940,4,10.3,0.12,Cash,Location D,5,Friday,48,7,7164.85,781,Buy One Get One Free,No,Winter,Yes
232644,2021-03-15 11:08:40,309,7931,4,288.55,0.45,Credit Card,Location D,1,Tuesday,41,1,7153.95,929,Flash Sale,No,Summer,No
192373,2020-12-22 17:06:27,310,7330,1,389.48,0.33,Credit Card,Location D,22,Saturday,46,7,3122.1,318,Buy One Get One Free,No,Summer,No
30595,2021-04-22 11:18:59,311,1091,4,199.78,0.27,Mobile Payment,Location B,14,Thursday,9,5,5937.19,90,20% Off,No,Spring,No
374609,2020-12-18 17:55:40,312,4651,2,655.09,0.2,Credit Card,Location D,2,Monday,40,7,1817.2,958,Flash Sale,No,Spring,Yes
313679,2021-11-02 00:03:21,313,1163,1,544.47,0.31,Debit Card,Location B,16,Thursday,8,6,263.9,121,20% Off,No,Winter,No
383028,2020-02-09 23:18:57,314,7928,1,788.14,0.21,Mobile Payment,Location B,1,Thursday,44,4,7665.43,638,Flash Sale,Yes,Summer,Yes
308907,2021-09-01 23:39:43,315,2545,2,387.97,0.04,Credit Card,Location D,6,Sunday,13,4,1917.96,669,Buy One Get One Free,Yes,Summer,No
5072,2021-10-18 14:37:55,316,9779,6,600.71,0.25,Cash,Location C,10,Thursday,3,9,7078.1,579,Flash Sale,Yes,Summer,No
834583,2020-07-21 15:51:26,317,6403,2,370.48,0.33,Cash,Location C,16,Wednesday,23,6,7182.99,616,20% Off,Yes,Summer,No
510752,2021-12-16 22:49:11,318,3909,1,708.58,0.34,Mobile Payment,Location A,4,Wednesday,27,7,2548.68,343,Flash Sale,No,Summer,Yes
585223,2020-07-15 23:04:25,319,3695,9,765.91,0.28,Mobile Payment,Location C,9,Tuesday,26,3,7426.47,565,20% Off,Yes,Summer,No
995300,2021-09-16 16:41:43,320,8215,9,366.8,0.08,Debit Card,Location B,7,Sunday,45,4,5672.65,908,Flash Sale,Yes,Winter,No
570834,2021-01-21 08:39:38,321,6623,4,209.95,0.36,Mobile Payment,Location D,11,Sunday,50,11,1411.21,984,20% Off,Yes,Spring,Yes
639688,2021-01-15 06:51:25,322,3906,3,784.35,0.02,Credit Card,Location D,11,Monday,9,7,4193.69,888,20% Off,Yes,Fall,Yes
44534,2021-09-26 15:36:58,323,3174,9,485.44,0.1,Mobile Payment,Location C,19,Wednesday,34,11,7493.63,387,Flash Sale,No,Winter,Yes
196172,2020-09-19 17:57:11,324,6528,7,81.23,0.13,Mobile Payment,Location C,22,Tuesday,51,1,523.87,173,Flash Sale,No,Winter,Yes
887824,2021-04-22 02:48:11,325,3032,3,673.81,0.24,Credit Card,Location C,19,Wednesday,1,9,4925.35,649,Buy One Get One Free,No,Summer,No
329177,2020-07-19 18:54:05,326,6797,1,445.22,0.43,Mobile Payment,Location D,12,Tuesday,50,1,7092.48,796,Flash Sale,Yes,Summer,No
850581,2021-12-31 10:47:07,327,949,1,318.71,0.21,Cash,Location D,0,Tuesday,16,2,4457.13,236,Buy One Get One Free,No,Spring,No
949349,2020-12-25 09:28:16,328,356,8,256.24,0.15,Debit Card,Location B,18,Tuesday,20,7,6813.52,656,Flash Sale,Yes,Winter,Yes
420897,2020-10-24 10:21:28,329,7779,6,731.84,0.17,Cash,Location B,3,Friday,23,9,9337.91,556,Flash Sale,Yes,Winter,Yes
31286,2021-09-08 00:24:04,330,8710,9,250.45,0.13,Mobile Payment,Location C,5,Thursday,25,6,3131.5,573,20% Off,No,Winter,No
276102,2021-04-06 18:42:47,331,217,4,528.2,0.34,Cash,Location D,0,Friday,38,1,2654.4,468,20% Off,Yes,Summer,Yes
987097,2021-12-10 22:52:41,332,4232,1,601.05,0.37,Debit Card,Location D,8,Saturday,6,5,2560.16,195,20% Off,Yes,Fall,No
807496,2020-10-02 00:14:54,333,3277,4,6.73,0.36,Credit Card,Location A,14,Saturday,8,3,7131.55,618,Flash Sale,Yes,Winter,Yes
122202,2020-11-15 08:45:31,334,5855,1,957.87,0.4,Mobile Payment,Location C,4,Wednesday,1,3,447.54,259,Buy One Get One Free,No,Winter,No
833929,2020-11-13 17:24:58,335,1972,8,884.79,0.31,Mobile Payment,Location C,8,Saturday,27,9,6554.4,966,20% Off,No,Summer,Yes
581972,2020-02-15 11:23:21,336,9527,9,882.92,0.39,Mobile Payment,Location D,15,Tuesday,16,1,9441.81,164,Flash Sale,Yes,Spring,No
55586,2020-03-19 17:57:58,337,8008,4,969.85,0.06,Mobile Payment,Location D,2,Sunday,26,6,4434.97,53,Buy One Get One Free,Yes,Winter,Yes
577984,2021-02-27 11:16:36,338,5123,4,309.69,0.02,Credit Card,Location D,20,Friday,25,4,204.69,697,Buy One Get One Free,Yes,Winter,No
469474,2020-11-21 04:52:45,339,9206,3,418.14,0.45,Mobile Payment,Location B,10,Thursday,31,8,6337.53,904,Flash Sale,No,Spring,No
71746,2021-05-31 23:44:33,340,5572,6,463.57,0.28,Mobile Payment,Location B,6,Sunday,5,11,1175.58,439,Flash Sale,Yes,Spring,Yes
141282,2021-01-21 07:01:34,341,2875,4,975.67,0.12,Cash,Location C,5,Monday,11,4,7499.45,560,Buy One Get One Free,No,Winter,No
495047,2020-12-14 05:34:51,342,8901,2,86.94,0.4,Debit Card,Location B,2,Monday,17,3,2672.37,140,Buy One Get One Free,No,Winter,Yes
594913,2020-10-05 08:45:21,343,7466,8,513.29,0.01,Mobile Payment,Location B,22,Thursday,25,7,5186.6,404,Flash Sale,No,Spring,No
135581,2020-03-10 07:24:39,344,3633,8,540.84,0.34,Debit Card,Location C,18,Sunday,28,5,1338.69,309,Buy One Get One Free,Yes,Summer,Yes
93849,2021-06-05 08:23:16,345,735,3,326.45,0.35,Mobile Payment,Location C,23,Thursday,20,2,4066.87,363,Flash Sale,No,Summer,Yes
49425,2020-12-25 19:11:38,346,8848,9,986.01,0.07,Debit Card,Location D,23,Monday,13,7,3671.87,109,Flash Sale,No,Summer,Yes
614654,2020-07-23 06:03:40,347,8528,4,339.23,0.49,Mobile Payment,Location A,14,Saturday,10,6,8593.23,264,Buy One Get One Free,Yes,Spring,No
85206,2021-06-16 06:16:57,348,7514,7,631.93,0.0,Credit Card,Location B,16,Saturday,4,7,3315.28,146,20% Off,Yes,Summer,No
839478,2020-01-27 15:47:14,349,687,8,929.04,0.06,Mobile Payment,Location D,15,Friday,42,6,4372.31,742,Flash Sale,Yes,Spring,No
296958,2020-01-22 12:28:12,350,6844,9,869.53,0.1,Credit Card,Location C,20,Tuesday,30,11,1095.38,582,Buy One Get One Free,Yes,Spring,No
960971,2021-11-24 10:20:30,351,6984,4,785.9,0.44,Debit Card,Location A,3,Monday,12,6,5599.85,669,20% Off,Yes,Summer,Yes
541376,2021-02-22 21:31:15,352,7931,4,725.22,0.35,Credit Card,Location B,18,Saturday,29,1,8260.96,649,Buy One Get One Free,No,Fall,Yes
489283,2021-01-09 03:52:34,353,2735,6,623.39,0.19,Mobile Payment,Location B,0,Wednesday,33,8,6984.85,205,Buy One Get One Free,No,Winter,No
34514,2020-01-11 10:48:48,354,5786,6,146.35,0.1,Mobile Payment,Location D,19,Sunday,17,5,6251.79,742,20% Off,No,Winter,No
494142,2021-08-21 06:09:46,355,5,3,17.04,0.02,Credit Card,Location A,2,Tuesday,50,6,4820.37,438,20% Off,Yes,Spring,Yes
566610,2021-08-06 21:09:55,356,3391,6,777.04,0.43,Mobile Payment,Location C,10,Saturday,12,5,1982.04,100,20% Off,Yes,Spring,No
399976,2020-10-30 20:53:32,357,1523,6,159.01,0.28,Debit Card,Location B,19,Monday,30,9,8972.38,668,Buy One Get One Free,No,Fall,Yes
36127,2020-10-14 02:06:38,358,1827,4,545.28,0.26,Credit Card,Location D,8,Sunday,40,6,9756.94,533,Flash Sale,Yes,Summer,No
263398,2021-09-30 09:18:54,359,484,3,526.74,0.1,Mobile Payment,Location D,20,Sunday,42,6,1499.56,927,20% Off,No,Summer,Yes
161184,2020-03-14 20:30:30,360,1914,2,470.4,0.16,Credit Card,Location B,5,Thursday,16,9,8986.77,299,Buy One Get One Free,Yes,Summer,Yes
696018,2020-12-17 18:59:09,361,4551,5,29.98,0.2,Cash,Location C,5,Tuesday,48,7,3749.5,499,Flash Sale,No,Spring,Yes
280130,2020-02-14 18:19:58,362,29,3,321.08,0.17,Credit Card,Location A,22,Sunday,17,3,359.22,665,20% Off,Yes,Winter,Yes
17551,2021-01-22 08:05:51,363,4295,4,598.0,0.08,Cash,Location A,0,Thursday,52,4,5168.12,494,Buy One Get One Free,No,Fall,No
